model_id,estimand,source,variant,outcome,denominator_offset,panel,activity,position,covariates,sex,years,n_obs,df_resid,apc,apc_lo,apc_hi,p_value,beta,se,dispersion,durbin_watson,dw_check,model_family,converged,note_keys,note,hospitals_first,hospitals_last,depth_coef,re_sd,re_sd_lo,re_sd_hi,stable_panel_n,script,label_note
grd_rate:strict_autism_f840:observed:all:principal:depth:2019-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_principal,off_episodes,panel_observed,act_all,pos_principal,cov_depth,,2019-2024,6,3,16.967685799798637,10.433520021776731,23.888467185167418,9.104141832448233e-08,0.1567275209169421,0.0293291081948741,0.6904211860962287,1.5198260554228302,"deviance residuals, chronological",fam_qp,True,not_causal_law|depth|principal_small|strict_identical|dw_weak,"No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). Small numerator (principal F84): wide CI. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:observed:all:principal:disruption:2019-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_principal,off_episodes,panel_observed,act_all,pos_principal,cov_disruption,,2019-2024,6,3,14.835182087291132,11.595484667979106,18.168930259641435,2.6960515543672004e-21,0.1383277151218314,0.0146009376556474,0.5827637288043164,1.4066762045901664,"deviance residuals, chronological",fam_qp,True,not_causal_law|disruption|principal_small|strict_identical|dw_weak,"No specification estimates an effect of Law 21.545. The 2020–2021 indicator describes reporting disruption; it is not a causal effect. Small numerator (principal F84): wide CI. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:observed:all:principal:depth_disruption:2019-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_principal,off_episodes,panel_observed,act_all,pos_principal,cov_depth_disruption,,2019-2024,6,2,0.7427815923069625,-16.065905232219812,20.917585053305476,0.9366670554029728,0.0074003655454699,0.0931336739739618,0.4391179274037108,2.6041119931415064,"deviance residuals, chronological",fam_qp,True,not_causal_law|depth|disruption|principal_small|strict_identical|dw_weak,"No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). The 2020–2021 indicator describes reporting disruption; it is not a causal effect. Small numerator (principal F84): wide CI. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:observed:all:principal:none:2021-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_principal,off_episodes,panel_observed,act_all,pos_principal,cov_none,,2021-2024,4,2,13.620658641592986,7.385006144132888,20.21840416735621,9.248724529086414e-06,0.1276951580048566,0.028798885951981,0.8539390907384823,1.9979484058039296,"deviance residuals, chronological",fam_qp,True,not_causal_law|principal_small|strict_identical|dw_weak,"No specification estimates an effect of Law 21.545. Small numerator (principal F84): wide CI. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:observed:all:principal:depth:2021-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_principal,off_episodes,panel_observed,act_all,pos_principal,cov_depth,,2021-2024,4,1,18.506164236148503,18.40066577430037,18.6117567002168,0.0,0.1697947921046114,0.0004544127197637,9.968765072640578e-05,3.389987354728651,"deviance residuals, chronological",fam_qp,True,df1|not_causal_law|depth|principal_small|strict_identical|dw_weak,"One residual degree of freedom: dispersion very unstable. No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). Small numerator (principal F84): wide CI. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:observed:hospitalisation:any:none:2019-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_any,off_episodes,panel_observed,act_hospitalisation,pos_any,cov_none,,2019-2024,6,4,44.78146944025991,38.653221099441936,51.18057645589946,4.0434200875196377e-63,0.3700553122953522,0.0220664741586336,19.62057168304436,2.446285201070488,"deviance residuals, chronological",fam_qp,True,not_causal_law|strict_identical|dw_weak,"No specification estimates an effect of Law 21.545. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:observed:hospitalisation:any:depth:2019-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_any,off_episodes,panel_observed,act_hospitalisation,pos_any,cov_depth,,2019-2024,6,3,56.86567556508435,37.0690982535826,79.5214273969089,6.110066542328174e-11,0.4502196835024673,0.0688301953822944,17.351923540667784,2.6317683433606853,"deviance residuals, chronological",fam_qp,True,not_causal_law|depth|strict_identical|dw_weak,"No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:observed:hospitalisation:any:disruption:2019-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_any,off_episodes,panel_observed,act_hospitalisation,pos_any,cov_disruption,,2019-2024,6,3,42.16215281951363,35.43857404596085,49.21951029564513,5.852161784477971e-46,0.3517981413811875,0.0247199021461706,17.083839297741918,3.0753472033792453,"deviance residuals, chronological",fam_qp,True,not_causal_law|disruption|strict_identical|dw_weak,"No specification estimates an effect of Law 21.545. The 2020–2021 indicator describes reporting disruption; it is not a causal effect. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:observed:hospitalisation:any:depth_disruption:2019-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_any,off_episodes,panel_observed,act_hospitalisation,pos_any,cov_depth_disruption,,2019-2024,6,2,47.134235992598896,-12.08194784172073,146.23479330674792,0.1415999834640568,0.3861751541222347,0.2627294118809384,25.350991688269975,2.9380760987076204,"deviance residuals, chronological",fam_qp,True,not_causal_law|depth|disruption|strict_identical|dw_weak,"No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). The 2020–2021 indicator describes reporting disruption; it is not a causal effect. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:observed:hospitalisation:any:none:2021-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_any,off_episodes,panel_observed,act_hospitalisation,pos_any,cov_none,,2021-2024,4,2,43.18666275356453,32.842569241364394,54.33622300131633,6.406201350138429e-21,0.3589789270051374,0.0382580375923869,24.06054509467151,2.5306709407408383,"deviance residuals, chronological",fam_qp,True,not_causal_law|strict_identical|dw_weak,"No specification estimates an effect of Law 21.545. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:observed:hospitalisation:any:depth:2021-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_any,off_episodes,panel_observed,act_hospitalisation,pos_any,cov_depth,,2021-2024,4,1,58.626294602882,32.520520595137455,89.87475469035837,4.929379053896036e-07,0.4613809014182437,0.0917433090473945,19.06232591989876,3.4014379054689217,"deviance residuals, chronological",fam_qp,True,df1|not_causal_law|depth|strict_identical|dw_weak,"One residual degree of freedom: dispersion very unstable. No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:observed:hospitalisation:principal:none:2019-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_principal,off_episodes,panel_observed,act_hospitalisation,pos_principal,cov_none,,2019-2024,6,4,18.111912508732058,14.359563532248831,21.98738300130385,5.216437741782753e-24,0.1664624001108823,0.0164722594490669,0.8715998522236923,1.885366007442678,"deviance residuals, chronological",fam_qp,True,not_causal_law|principal_small|strict_identical|dw_weak,"No specification estimates an effect of Law 21.545. Small numerator (principal F84): wide CI. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:observed:hospitalisation:principal:depth:2019-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_principal,off_episodes,panel_observed,act_hospitalisation,pos_principal,cov_depth,,2019-2024,6,3,24.428602337449455,12.521228951254647,37.59605386427391,2.057099767385671e-05,0.2185618902156645,0.0513224586603306,0.8400167075610433,1.415553465212548,"deviance residuals, chronological",fam_qp,True,not_causal_law|depth|principal_small|strict_identical|dw_weak,"No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). Small numerator (principal F84): wide CI. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:observed:hospitalisation:principal:disruption:2019-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_principal,off_episodes,panel_observed,act_hospitalisation,pos_principal,cov_disruption,,2019-2024,6,3,16.623425437685114,13.15785707780115,20.195130166418583,1.662646886164672e-23,0.1537799720180521,0.0153912771304504,0.5979382575906239,1.3561374594006232,"deviance residuals, chronological",fam_qp,True,not_causal_law|disruption|principal_small|strict_identical|dw_weak,"No specification estimates an effect of Law 21.545. The 2020–2021 indicator describes reporting disruption; it is not a causal effect. Small numerator (principal F84): wide CI. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:observed:hospitalisation:principal:depth_disruption:2019-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_principal,off_episodes,panel_observed,act_hospitalisation,pos_principal,cov_depth_disruption,,2019-2024,6,2,0.8672826586177296,-24.955528121554902,35.5757253833884,0.954359790665085,0.0086354336716514,0.1508827334620224,0.6142977428311103,2.3007613368039292,"deviance residuals, chronological",fam_qp,True,not_causal_law|depth|disruption|principal_small|strict_identical|dw_weak,"No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). The 2020–2021 indicator describes reporting disruption; it is not a causal effect. Small numerator (principal F84): wide CI. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:observed:hospitalisation:principal:none:2021-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_principal,off_episodes,panel_observed,act_hospitalisation,pos_principal,cov_none,,2021-2024,4,2,16.573571713829093,9.00300421841338,24.669936572478974,7.597732296753229e-06,0.1533524045517085,0.0342593780208713,1.2170711434570023,1.9962823662608815,"deviance residuals, chronological",fam_qp,True,not_causal_law|principal_small|strict_identical|dw_weak,"No specification estimates an effect of Law 21.545. Small numerator (principal F84): wide CI. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:observed:hospitalisation:principal:depth:2021-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_principal,off_episodes,panel_observed,act_hospitalisation,pos_principal,cov_depth,,2021-2024,4,1,29.925734375140102,29.02300271471898,30.834782153102893,0.0,0.2617928271909218,0.0035573659264666,0.0021427899600867,3.40090176565238,"deviance residuals, chronological",fam_qp,True,df1|not_causal_law|depth|principal_small|strict_identical|dw_weak,"One residual degree of freedom: dispersion very unstable. No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). Small numerator (principal F84): wide CI. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:fixed65:all:any:none:2019-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_any,off_episodes,panel_fixed65,act_all,pos_any,cov_none,,2019-2024,6,4,43.97612819920966,38.62913051685082,49.52936236381835,1.8012664067674313e-79,0.3644773234511066,0.0193091649523799,17.195890662206715,2.5477574066030773,"deviance residuals, chronological",fam_qp,True,not_causal_law|strict_identical|dw_weak,"No specification estimates an effect of Law 21.545. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:fixed65:all:any:depth:2019-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_any,off_episodes,panel_fixed65,act_all,pos_any,cov_depth,,2019-2024,6,3,50.72640426972188,40.675940235397,61.49491452528564,2.2065803472455144e-31,0.4102961151110819,0.0352084796478663,13.130692502945328,3.0152112899467163,"deviance residuals, chronological",fam_qp,True,not_causal_law|depth|strict_identical|dw_weak,"No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:fixed65:all:any:disruption:2019-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_any,off_episodes,panel_fixed65,act_all,pos_any,cov_disruption,,2019-2024,6,3,41.7364382983419,36.09053162842737,47.61657332892166,1.801392000724674e-63,0.3487990786624763,0.0207396293805396,14.268762539465827,3.4363682886529925,"deviance residuals, chronological",fam_qp,True,not_causal_law|disruption|strict_identical|dw_weak,"No specification estimates an effect of Law 21.545. The 2020–2021 indicator describes reporting disruption; it is not a causal effect. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:fixed65:all:any:depth_disruption:2019-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_any,off_episodes,panel_fixed65,act_all,pos_any,cov_depth_disruption,,2019-2024,6,2,50.73742760672815,11.781937529988864,103.2687264469522,0.0071432446384697,0.4103692471809728,0.1525484388557287,19.695871670643225,3.0145246453426844,"deviance residuals, chronological",fam_qp,True,not_causal_law|depth|disruption|strict_identical|dw_weak,"No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). The 2020–2021 indicator describes reporting disruption; it is not a causal effect. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:fixed65:all:any:none:2021-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_any,off_episodes,panel_fixed65,act_all,pos_any,cov_none,,2021-2024,4,2,43.41260571004211,35.021779528102634,52.324873427277495,9.909991187820861e-32,0.3605556442416981,0.030760634093983,17.06493111683283,2.7216022265034203,"deviance residuals, chronological",fam_qp,True,not_causal_law|strict_identical|dw_weak,"No specification estimates an effect of Law 21.545. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:fixed65:all:any:depth:2021-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_any,off_episodes,panel_fixed65,act_all,pos_any,cov_depth,,2021-2024,4,1,48.59112607859941,34.33315474269003,64.36242260221101,1.4188609066239047e-14,0.3960282276793333,0.0514680221903622,18.573441074507347,3.400881193484482,"deviance residuals, chronological",fam_qp,True,df1|not_causal_law|depth|strict_identical|dw_weak,"One residual degree of freedom: dispersion very unstable. No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:fixed65:all:principal:none:2019-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_principal,off_episodes,panel_fixed65,act_all,pos_principal,cov_none,,2019-2024,6,4,15.718256496607964,12.861839646346906,18.64696631363281,2.4059485932300052e-30,0.1459882274371046,0.0127522755331375,0.5457523876029728,1.776498901517645,"deviance residuals, chronological",fam_qp,True,not_causal_law|principal_small|strict_identical|dw_weak,"No specification estimates an effect of Law 21.545. Small numerator (principal F84): wide CI. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:fixed65:all:principal:depth:2019-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_principal,off_episodes,panel_fixed65,act_all,pos_principal,cov_depth,,2019-2024,6,3,17.26111134257731,10.86942380728104,24.02128342614609,2.5756411402790472e-08,0.1592329830962542,0.0285974756514363,0.6641186749913185,1.5259052806814155,"deviance residuals, chronological",fam_qp,True,not_causal_law|depth|principal_small|strict_identical|dw_weak,"No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). Small numerator (principal F84): wide CI. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:fixed65:all:principal:disruption:2019-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_principal,off_episodes,panel_fixed65,act_all,pos_principal,cov_disruption,,2019-2024,6,3,15.010132430785884,11.817344858985358,18.29408557704626,2.1186033236752592e-22,0.1398500465876588,0.0143643160071746,0.5591150169117082,1.4383053743975696,"deviance residuals, chronological",fam_qp,True,not_causal_law|disruption|principal_small|strict_identical|dw_weak,"No specification estimates an effect of Law 21.545. The 2020–2021 indicator describes reporting disruption; it is not a causal effect. Small numerator (principal F84): wide CI. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,65.0,,,,,,study/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
