era,definition,first_principal,last_prior_principal,index_role,patients
2021-2024,F84_historico,H663,H663,solo_secundario,2
2021-2024,F84_historico,Q644,Q644,solo_secundario,2
2021-2024,F84_historico,H819,H819,solo_secundario,2
2021-2024,F84_historico,H903,H903,solo_secundario,2
2021-2024,F84_historico,Q549,Q549,solo_secundario,2
2021-2024,F84_historico,Q039,Q039,solo_secundario,2
2021-2024,F84_historico,J00,J00,solo_secundario,2
2021-2024,F84_historico,J050,J050,solo_secundario,2
2021-2024,F84_historico,J111,J111,solo_secundario,2
2021-2024,F84_historico,F323,F603,solo_secundario,2
2021-2024,F84_historico,J121,J353,solo_secundario,2
2021-2024,F84_historico,Q379,Q379,solo_secundario,2
2021-2024,F84_historico,Q211,Q211,solo_secundario,2
2021-2024,F84_historico,J208,J206,solo_secundario,2
2021-2024,F84_historico,Q203,Q203,solo_secundario,2
2021-2024,F84_historico,J209,J123,solo_secundario,2
2021-2024,F84_historico,Q201,Q201,solo_secundario,2
2021-2024,F84_historico,J209,J206,solo_secundario,2
2021-2024,F84_historico,J342,J342,solo_secundario,2
2021-2024,F84_historico,J121,J129,solo_secundario,2
2021-2024,F84_historico,N110,N110,solo_secundario,2
2021-2024,F84_historico,D444,D444,solo_secundario,2
2021-2024,F84_historico,T433,T433,solo_secundario,2
2021-2024,F84_historico,S7220,S7220,solo_secundario,2
2021-2024,F84_historico,S7240,S7240,solo_secundario,2
2021-2024,F84_historico,T212,T212,solo_secundario,2
2021-2024,F84_historico,F09,F09,principal,2
2021-2024,F84_historico,A499,A499,solo_secundario,2
2021-2024,F84_historico,S8220,S8220,solo_secundario,2
2021-2024,F84_historico,T424,T435,solo_secundario,2
2021-2024,F84_historico,Z033,Z033,solo_secundario,2
2021-2024,F84_historico,F208,F208,solo_secundario,2
2021-2024,F84_historico,B002,B002,solo_secundario,2
2021-2024,F84_historico,Z291,Z291,solo_secundario,2
2021-2024,F84_historico,F191,F191,solo_secundario,2
2021-2024,F84_historico,F29,F29,principal,2
2021-2024,F84_historico,Z048,Z048,solo_secundario,2
2021-2024,F84_historico,E109,E109,solo_secundario,2
2021-2024,F84_historico,E43,E43,solo_secundario,2
2021-2024,F84_historico,F239,F239,solo_secundario,2
2021-2024,F84_historico,E46,E46,solo_secundario,2
2021-2024,F84_historico,F28,F28,solo_secundario,2
2021-2024,F84_historico,T232,T232,solo_secundario,2
2021-2024,F84_historico,D27,D27,solo_secundario,2
2021-2024,F84_historico,C629,C629,solo_secundario,2
2021-2024,F84_historico,A099,N47,solo_secundario,2
2021-2024,F84_historico,F209,F200,solo_secundario,2
2021-2024,F84_historico,T71,T71,solo_secundario,2
2021-2024,F84_historico,F232,F232,solo_secundario,2
2021-2024,F84_historico,D480,D480,solo_secundario,2
2021-2024,F84_historico,T141,T141,solo_secundario,2
2021-2024,F84_historico,S6260,S6260,solo_secundario,2
2021-2024,F84_historico,C910,D70,solo_secundario,2
2021-2024,F84_historico,F231,F231,solo_secundario,2
2021-2024,F84_historico,D162,D162,solo_secundario,2
2021-2024,F84_historico,T432,T432,principal,2
2021-2024,F84_historico,T427,T427,solo_secundario,2
2021-2024,F84_historico,E872,E872,solo_secundario,2
2021-2024,F84_historico,F322,F323,solo_secundario,2
2021-2024,F84_historico,D593,D593,solo_secundario,2
2021-2024,F84_historico,D069,D069,solo_secundario,2
2021-2024,F84_historico,E840,E840,solo_secundario,2
2021-2024,F84_historico,T390,T390,solo_secundario,2
2021-2024,F84_historico,T856,T850,solo_secundario,1
2021-2024,F84_historico,P598,J981,solo_secundario,1
2021-2024,F84_historico,T857,J101,solo_secundario,1
2021-2024,F84_historico,P599,A379,solo_secundario,1
2021-2024,F84_historico,P701,P701,solo_secundario,1
2021-2024,F84_historico,P599,E806,solo_secundario,1
2021-2024,F84_historico,P700,G008,solo_secundario,1
2021-2024,F84_historico,P599,R509,solo_secundario,1
2021-2024,F84_historico,P599,C717,solo_secundario,1
2021-2024,F84_historico,P599,J352,solo_secundario,1
2021-2024,F84_historico,T850,Z540,solo_secundario,1
2021-2024,F84_historico,P599,G934,solo_secundario,1
2021-2024,F84_historico,P599,K409,solo_secundario,1
2021-2024,F84_historico,P599,J122,solo_secundario,1
2021-2024,F84_historico,P599,J205,solo_secundario,1
2021-2024,F84_historico,P599,J210,solo_secundario,1
2021-2024,F84_historico,S562,S562,solo_secundario,1
2021-2024,F84_historico,P590,J209,solo_secundario,1
2021-2024,F84_historico,P598,J210,solo_secundario,1
2021-2024,F84_historico,P590,R17,solo_secundario,1
2021-2024,F84_historico,P393,N10,solo_secundario,1
2021-2024,F84_historico,P391,Q650,solo_secundario,1
2021-2024,F84_historico,P391,J46,solo_secundario,1
2021-2024,F84_historico,P38,N10,solo_secundario,1
2021-2024,F84_historico,P369,Z548,solo_secundario,1
2021-2024,F84_historico,P369,P369,solo_secundario,1
2021-2024,F84_historico,P369,B349,solo_secundario,1
2021-2024,F84_historico,P368,P368,solo_secundario,1
2021-2024,F84_historico,P364,K409,solo_secundario,1
2021-2024,F84_historico,P360,Q556,solo_secundario,1
2021-2024,F84_historico,P293,Q250,solo_secundario,1
2021-2024,F84_historico,U071,F329,solo_secundario,1
2021-2024,F84_historico,P284,P284,principal,1
2021-2024,F84_historico,P284,G473,solo_secundario,1
2021-2024,F84_historico,P271,P271,solo_secundario,1
2021-2024,F84_historico,P393,T407,solo_secundario,1
2021-2024,F84_historico,P398,J46,solo_secundario,1
2021-2024,F84_historico,U071,F208,solo_secundario,1
2021-2024,F84_historico,P551,S018,solo_secundario,1
2021-2024,F84_historico,T881,U071,solo_secundario,1
2021-2024,F84_historico,P590,P590,solo_secundario,1
2021-2024,F84_historico,P590,K219,solo_secundario,1
2021-2024,F84_historico,P590,J210,solo_secundario,1
2021-2024,F84_historico,T886,T782,solo_secundario,1
2021-2024,F84_historico,P590,G401,solo_secundario,1
2021-2024,F84_historico,T952,T952,solo_secundario,1
2021-2024,F84_historico,T958,T958,solo_secundario,1
2021-2024,F84_historico,P551,J128,solo_secundario,1
2021-2024,F84_historico,P551,B082,solo_secundario,1
2021-2024,F84_historico,P520,P520,solo_secundario,1
2021-2024,F84_historico,P399,P399,solo_secundario,1
2021-2024,F84_historico,P399,E162,solo_secundario,1
2021-2024,F84_historico,T958,K222,solo_secundario,1
2021-2024,F84_historico,T850,J46,solo_secundario,1
2021-2024,F84_historico,P77,P77,solo_secundario,1
2021-2024,F84_historico,P704,A090,solo_secundario,1
2021-2024,F84_historico,Q210,J352,solo_secundario,1
2021-2024,F84_historico,Q210,G409,solo_secundario,1
2021-2024,F84_historico,T780,T780,solo_secundario,1
2021-2024,F84_historico,Q204,R590,solo_secundario,1
2021-2024,F84_historico,T810,T810,solo_secundario,1
2021-2024,F84_historico,T813,L929,solo_secundario,1
2021-2024,F84_historico,T814,G409,solo_secundario,1
2021-2024,F84_historico,T814,J129,solo_secundario,1
2021-2024,F84_historico,T815,T815,solo_secundario,1
2021-2024,F84_historico,Q200,J159,solo_secundario,1
2021-2024,F84_historico,Q181,T512,solo_secundario,1
2021-2024,F84_historico,Q181,Q638,solo_secundario,1
2021-2024,F84_historico,Q181,Q181,solo_secundario,1
2021-2024,F84_historico,Q172,Q172,solo_secundario,1
2021-2024,F84_historico,T818,Q627,solo_secundario,1
2021-2024,F84_historico,Q150,Q150,solo_secundario,1
2021-2024,F84_historico,Q210,H919,solo_secundario,1
2021-2024,F84_historico,Q210,Q210,solo_secundario,1
2021-2024,F84_historico,P704,J121,solo_secundario,1
2021-2024,F84_historico,T751,T751,solo_secundario,1
2021-2024,F84_historico,Q255,F809,solo_secundario,1
2021-2024,F84_historico,T71,F322,principal,1
2021-2024,F84_historico,Q251,S099,solo_secundario,1
2021-2024,F84_historico,Q251,Q251,solo_secundario,1
2021-2024,F84_historico,Q250,J206,solo_secundario,1
2021-2024,F84_historico,Q250,J128,solo_secundario,1
2021-2024,F84_historico,Q248,J210,solo_secundario,1
2021-2024,F84_historico,Q234,Q230,solo_secundario,1
2021-2024,F84_historico,Q230,Q230,solo_secundario,1
2021-2024,F84_historico,Q224,J00,solo_secundario,1
2021-2024,F84_historico,T71,Q899,solo_secundario,1
2021-2024,F84_historico,Q220,Q220,solo_secundario,1
2021-2024,F84_historico,Q213,Q100,solo_secundario,1
2021-2024,F84_historico,Q212,Q251,solo_secundario,1
2021-2024,F84_historico,T742,F322,solo_secundario,1
2021-2024,F84_historico,Q123,H405,solo_secundario,1
2021-2024,F84_historico,Q120,Q120,solo_secundario,1
2021-2024,F84_historico,T821,T821,solo_secundario,1
2021-2024,F84_historico,Q120,J9609,solo_secundario,1
2021-2024,F84_historico,P942,G823,solo_secundario,1
2021-2024,F84_historico,T841,T841,solo_secundario,1
2021-2024,F84_historico,P942,A080,solo_secundario,1
2021-2024,F84_historico,P928,E86,solo_secundario,1
2021-2024,F84_historico,T848,T848,solo_secundario,1
2021-2024,F84_historico,P919,G253,solo_secundario,1
2021-2024,F84_historico,T850,G409,solo_secundario,1
2021-2024,F84_historico,P90,J219,solo_secundario,1
2021-2024,F84_historico,P781,J121,solo_secundario,1
2021-2024,F84_historico,P77,Z432,solo_secundario,1
2021-2024,F84_historico,P728,P728,solo_secundario,1
2021-2024,F84_historico,P711,P711,solo_secundario,1
2021-2024,F84_historico,P711,L040,solo_secundario,1
2021-2024,F84_historico,T850,G911,solo_secundario,1
2021-2024,F84_historico,P704,J206,solo_secundario,1
2021-2024,F84_historico,P942,P942,solo_secundario,1
2021-2024,F84_historico,P942,R568,solo_secundario,1
2021-2024,F84_historico,T840,T840,solo_secundario,1
2021-2024,F84_historico,Q039,U071,solo_secundario,1
2021-2024,F84_historico,Q120,H260,solo_secundario,1
2021-2024,F84_historico,Q069,D321,solo_secundario,1
2021-2024,F84_historico,Q059,Z038,solo_secundario,1
2021-2024,F84_historico,Q057,Q057,solo_secundario,1
2021-2024,F84_historico,Q040,Z098,solo_secundario,1
2021-2024,F84_historico,Q040,Q040,solo_secundario,1
2021-2024,F84_historico,T825,T825,solo_secundario,1
2021-2024,F84_historico,Q02,Q02,solo_secundario,1
2021-2024,F84_historico,Q039,T857,solo_secundario,1
2021-2024,F84_historico,T825,T828,solo_secundario,1
2021-2024,F84_historico,Q039,J042,solo_secundario,1
2021-2024,F84_historico,T827,I422,solo_secundario,1
2021-2024,F84_historico,Q038,S015,solo_secundario,1
2021-2024,F84_historico,Q038,Q531,solo_secundario,1
2021-2024,F84_historico,P271,K409,solo_secundario,1
2021-2024,F84_historico,P221,J129,solo_secundario,1
2021-2024,F84_historico,P271,J205,solo_secundario,1
2021-2024,F84_historico,O992,O266,solo_secundario,1
2021-2024,F84_historico,Z432,A418,solo_secundario,1
2021-2024,F84_historico,N835,T391,solo_secundario,1
2021-2024,F84_historico,N835,N835,solo_secundario,1
2021-2024,F84_historico,Z450,Z450,solo_secundario,1
2021-2024,F84_historico,Z452,Z452,solo_secundario,1
2021-2024,F84_historico,N835,F191,solo_secundario,1
2021-2024,F84_historico,N62,N62,solo_secundario,1
2021-2024,F84_historico,Z458,Q675,solo_secundario,1
2021-2024,F84_historico,Z478,F431,solo_secundario,1
2021-2024,F84_historico,Z488,Z488,solo_secundario,1
2021-2024,F84_historico,Z511,A090,solo_secundario,1
2021-2024,F84_historico,N47,J353,solo_secundario,1
2021-2024,F84_historico,Z511,Z511,solo_secundario,1
2021-2024,F84_historico,N47,J219,solo_secundario,1
2021-2024,F84_historico,N47,H501,solo_secundario,1
2021-2024,F84_historico,N940,T432,solo_secundario,1
2021-2024,F84_historico,Z432,A080,solo_secundario,1
2021-2024,F84_historico,Z308,Z308,solo_secundario,1
2021-2024,F84_historico,O240,O600,solo_secundario,1
2021-2024,F84_historico,O688,O688,solo_secundario,1
2021-2024,F84_historico,O610,O610,solo_secundario,1
2021-2024,F84_historico,O600,O600,solo_secundario,1
2021-2024,F84_historico,O266,F29,solo_secundario,1
2021-2024,F84_historico,O244,O800,solo_secundario,1
2021-2024,F84_historico,Z291,G700,solo_secundario,1
2021-2024,F84_historico,O068,O068,solo_secundario,1
2021-2024,F84_historico,N948,N948,solo_secundario,1
2021-2024,F84_historico,O036,O036,solo_secundario,1
2021-2024,F84_historico,O034,O021,solo_secundario,1
2021-2024,F84_historico,O028,O028,solo_secundario,1
2021-2024,F84_historico,Z302,F329,solo_secundario,1
2021-2024,F84_historico,Z302,T421,solo_secundario,1
2021-2024,F84_historico,N995,N995,solo_secundario,1
2021-2024,F84_historico,Z514,Z137,solo_secundario,1
2021-2024,F84_historico,Z518,I802,solo_secundario,1
2021-2024,F84_historico,Z518,J129,solo_secundario,1
2021-2024,F84_historico,Z653,Z653,principal,1
2021-2024,F84_historico,N185,U071,solo_secundario,1
2021-2024,F84_historico,N185,N185,solo_secundario,1
2021-2024,F84_historico,N185,A099,solo_secundario,1
2021-2024,F84_historico,Z548,Z548,solo_secundario,1
2021-2024,F84_historico,Z653,F199,solo_secundario,1
2021-2024,F84_historico,N179,M8445,solo_secundario,1
2021-2024,F84_historico,N179,K631,solo_secundario,1
2021-2024,F84_historico,N200,N201,solo_secundario,1
2021-2024,F84_historico,Z762,J111,solo_secundario,1
2021-2024,F84_historico,N178,N178,solo_secundario,1
2021-2024,F84_historico,N136,N390,solo_secundario,1
2021-2024,F84_historico,N135,N133,solo_secundario,1
2021-2024,F84_historico,Z762,Z762,solo_secundario,1
2021-2024,F84_historico,N132,N132,solo_secundario,1
2021-2024,F84_historico,N189,D509,solo_secundario,1
2021-2024,F84_historico,N210,N210,solo_secundario,1
2021-2024,F84_historico,Z518,Q046,solo_secundario,1
2021-2024,F84_historico,N390,N47,solo_secundario,1
2021-2024,F84_historico,N433,N433,principal,1
2021-2024,F84_historico,N433,C910,solo_secundario,1
2021-2024,F84_historico,Z540,T858,solo_secundario,1
2021-2024,F84_historico,N432,N432,solo_secundario,1
2021-2024,F84_historico,N390,Z033,solo_secundario,1
2021-2024,F84_historico,N390,R508,solo_secundario,1
2021-2024,F84_historico,Z540,Z540,solo_secundario,1
2021-2024,F84_historico,N319,N319,solo_secundario,1
2021-2024,F84_historico,N390,N390,principal,1
2021-2024,F84_historico,N390,J069,solo_secundario,1
2021-2024,F84_historico,N390,E870,solo_secundario,1
2021-2024,F84_historico,N390,D570,solo_secundario,1
2021-2024,F84_historico,N390,A080,solo_secundario,1
2021-2024,F84_historico,N319,Z518,solo_secundario,1
2021-2024,F84_historico,O800,O800,solo_secundario,1
2021-2024,F84_historico,O993,F329,solo_secundario,1
2021-2024,F84_historico,P271,B011,solo_secundario,1
2021-2024,F84_historico,O993,O820,solo_secundario,1
2021-2024,F84_historico,P220,R568,solo_secundario,1
2021-2024,F84_historico,P220,Q532,solo_secundario,1
2021-2024,F84_historico,P220,P912,solo_secundario,1
2021-2024,F84_historico,Z033,G409,solo_secundario,1
2021-2024,F84_historico,P220,J981,solo_secundario,1
2021-2024,F84_historico,Z033,Z038,solo_secundario,1
2021-2024,F84_historico,P220,J9609,solo_secundario,1
2021-2024,F84_historico,Z035,Z035,solo_secundario,1
2021-2024,F84_historico,P220,J210,solo_secundario,1
2021-2024,F84_historico,P220,J209,solo_secundario,1
2021-2024,F84_historico,P220,J121,solo_secundario,1
2021-2024,F84_historico,P220,J120,solo_secundario,1
2021-2024,F84_historico,Z038,A099,solo_secundario,1
2021-2024,F84_historico,P220,J040,solo_secundario,1
2021-2024,F84_historico,P220,J00,solo_secundario,1
2021-2024,F84_historico,Z018,Z518,solo_secundario,1
2021-2024,F84_historico,P220,R620,solo_secundario,1
2021-2024,F84_historico,P220,T850,solo_secundario,1
2021-2024,F84_historico,P228,J123,solo_secundario,1
2021-2024,F84_historico,P251,J209,solo_secundario,1
2021-2024,F84_historico,U071,J100,solo_secundario,1
2021-2024,F84_historico,P239,J209,solo_secundario,1
2021-2024,F84_historico,P239,J128,solo_secundario,1
2021-2024,F84_historico,P229,A085,solo_secundario,1
2021-2024,F84_historico,P228,P228,solo_secundario,1
2021-2024,F84_historico,U071,J128,solo_secundario,1
2021-2024,F84_historico,U071,U071,principal,1
2021-2024,F84_historico,U071,J189,solo_secundario,1
2021-2024,F84_historico,U071,J210,solo_secundario,1
2021-2024,F84_historico,Q255,Q255,solo_secundario,1
2021-2024,F84_historico,P221,G473,solo_secundario,1
2021-2024,F84_historico,U071,J690,solo_secundario,1
2021-2024,F84_historico,U071,O680,solo_secundario,1
2021-2024,F84_historico,P220,G473,solo_secundario,1
2021-2024,F84_historico,Z038,G408,solo_secundario,1
2021-2024,F84_historico,P220,E46,solo_secundario,1
2021-2024,F84_historico,Z138,A084,solo_secundario,1
2021-2024,F84_historico,Z137,Z137,solo_secundario,1
2021-2024,F84_historico,P070,J205,solo_secundario,1
2021-2024,F84_historico,P051,N390,solo_secundario,1
2021-2024,F84_historico,P051,K219,solo_secundario,1
2021-2024,F84_historico,P051,J129,solo_secundario,1
2021-2024,F84_historico,P051,G404,solo_secundario,1
2021-2024,F84_historico,P051,E45,solo_secundario,1
2021-2024,F84_historico,P071,R560,solo_secundario,1
2021-2024,F84_historico,Z138,K092,solo_secundario,1
2021-2024,F84_historico,P008,J129,solo_secundario,1
2021-2024,F84_historico,P008,J122,solo_secundario,1
2021-2024,F84_historico,Z201,Z201,solo_secundario,1
2021-2024,F84_historico,O996,O300,solo_secundario,1
2021-2024,F84_historico,Z291,G409,solo_secundario,1
2021-2024,F84_historico,P071,P073,solo_secundario,1
2021-2024,F84_historico,P073,J690,solo_secundario,1
2021-2024,F84_historico,Z038,J208,solo_secundario,1
2021-2024,F84_historico,P210,J206,solo_secundario,1
2021-2024,F84_historico,P220,A099,solo_secundario,1
2021-2024,F84_historico,Z038,K913,solo_secundario,1
2021-2024,F84_historico,P220,A082,solo_secundario,1
2021-2024,F84_historico,P219,J210,solo_secundario,1
2021-2024,F84_historico,P210,J209,solo_secundario,1
2021-2024,F84_historico,Z038,T881,solo_secundario,1
2021-2024,F84_historico,P209,P598,solo_secundario,1
2021-2024,F84_historico,P073,J9609,solo_secundario,1
2021-2024,F84_historico,Z090,Z090,solo_secundario,1
2021-2024,F84_historico,P130,J209,solo_secundario,1
2021-2024,F84_historico,P073,R068,solo_secundario,1
2021-2024,F84_historico,P073,Q542,solo_secundario,1
2021-2024,F84_historico,Z098,J209,solo_secundario,1
2021-2024,F84_historico,P073,P071,solo_secundario,1
2021-2024,F84_historico,T633,T633,solo_secundario,1
2021-2024,F84_historico,Q355,D70,solo_secundario,1
2021-2024,F84_historico,Q256,R560,solo_secundario,1
2021-2024,F84_historico,Q270,Q270,solo_secundario,1
2021-2024,F84_historico,T143,T143,solo_secundario,1
2021-2024,F84_historico,R568,N47,solo_secundario,1
2021-2024,F84_historico,R568,J128,solo_secundario,1
2021-2024,F84_historico,R568,J00,solo_secundario,1
2021-2024,F84_historico,R568,H500,solo_secundario,1
2021-2024,F84_historico,R568,G409,solo_secundario,1
2021-2024,F84_historico,R568,G401,solo_secundario,1
2021-2024,F84_historico,T173,T173,solo_secundario,1
2021-2024,F84_historico,R560,R560,principal,1
2021-2024,F84_historico,R560,J204,solo_secundario,1
2021-2024,F84_historico,R560,J158,solo_secundario,1
2021-2024,F84_historico,T185,T391,solo_secundario,1
2021-2024,F84_historico,T202,J121,solo_secundario,1
2021-2024,F84_historico,T202,L928,solo_secundario,1
2021-2024,F84_historico,R560,J00,solo_secundario,1
2021-2024,F84_historico,R568,Q531,solo_secundario,1
2021-2024,F84_historico,R568,R568,principal,1
2021-2024,F84_historico,R590,L048,solo_secundario,1
2021-2024,F84_historico,S0210,G408,solo_secundario,1
2021-2024,F84_historico,S0250,K047,solo_secundario,1
2021-2024,F84_historico,S0231,Z470,solo_secundario,1
2021-2024,F84_historico,S0221,S0221,solo_secundario,1
2021-2024,F84_historico,S0220,S0220,solo_secundario,1
2021-2024,F84_historico,S0210,S0210,solo_secundario,1
2021-2024,F84_historico,S0210,J450,solo_secundario,1
2021-2024,F84_historico,S018,S018,solo_secundario,1
2021-2024,F84_historico,T141,F608,solo_secundario,1
2021-2024,F84_historico,S017,S017,solo_secundario,1
2021-2024,F84_historico,S009,Z048,solo_secundario,1
2021-2024,F84_historico,S008,J121,solo_secundario,1
2021-2024,F84_historico,R631,N47,solo_secundario,1
2021-2024,F84_historico,R628,R628,solo_secundario,1
2021-2024,F84_historico,T140,T140,solo_secundario,1
2021-2024,F84_historico,R560,G409,solo_secundario,1
2021-2024,F84_historico,R560,B340,solo_secundario,1
2021-2024,F84_historico,T211,T211,solo_secundario,1
2021-2024,F84_historico,R161,R161,solo_secundario,1
2021-2024,F84_historico,R451,R451,principal,1
2021-2024,F84_historico,R451,F431,solo_secundario,1
2021-2024,F84_historico,R42,R42,solo_secundario,1
2021-2024,F84_historico,R270,K529,solo_secundario,1
2021-2024,F84_historico,R268,R268,solo_secundario,1
2021-2024,F84_historico,R17,G919,solo_secundario,1
2021-2024,F84_historico,T383,T383,solo_secundario,1
2021-2024,F84_historico,R451,R451,solo_secundario,1
2021-2024,F84_historico,R13,J123,solo_secundario,1
2021-2024,F84_historico,R11,T850,solo_secundario,1
2021-2024,F84_historico,T391,T432,solo_secundario,1
2021-2024,F84_historico,R11,L511,solo_secundario,1
2021-2024,F84_historico,R11,F431,solo_secundario,1
2021-2024,F84_historico,T393,F438,solo_secundario,1
2021-2024,F84_historico,T368,T368,solo_secundario,1
2021-2024,F84_historico,R451,Z046,solo_secundario,1
2021-2024,F84_historico,R51,R51,solo_secundario,1
2021-2024,F84_historico,R508,R508,solo_secundario,1
2021-2024,F84_historico,T220,T748,solo_secundario,1
2021-2024,F84_historico,R509,K918,solo_secundario,1
2021-2024,F84_historico,T233,T233,solo_secundario,1
2021-2024,F84_historico,R509,K598,solo_secundario,1
2021-2024,F84_historico,R509,J121,solo_secundario,1
2021-2024,F84_historico,R509,D761,solo_secundario,1
2021-2024,F84_historico,R463,R463,principal,1
2021-2024,F84_historico,R458,F322,solo_secundario,1
2021-2024,F84_historico,T242,T242,solo_secundario,1
2021-2024,F84_historico,R458,R451,solo_secundario,1
2021-2024,F84_historico,R458,F609,solo_secundario,1
2021-2024,F84_historico,R458,F603,solo_secundario,1
2021-2024,F84_historico,T292,T242,solo_secundario,1
2021-2024,F84_historico,T360,T360,solo_secundario,1
2021-2024,F84_historico,S0270,S0270,solo_secundario,1
2021-2024,F84_historico,T120,T120,solo_secundario,1
2021-2024,F84_historico,S0290,S0290,solo_secundario,1
2021-2024,F84_historico,S8210,S8210,solo_secundario,1
2021-2024,F84_historico,S519,S501,solo_secundario,1
2021-2024,F84_historico,S519,F603,solo_secundario,1
2021-2024,F84_historico,S519,F329,solo_secundario,1
2021-2024,F84_historico,S519,F322,solo_secundario,1
2021-2024,F84_historico,S518,F501,solo_secundario,1
2021-2024,F84_historico,S7290,S7290,solo_secundario,1
2021-2024,F84_historico,S517,S517,principal,1
2021-2024,F84_historico,S519,T391,principal,1
2021-2024,F84_historico,S517,F412,solo_secundario,1
2021-2024,F84_historico,S8230,S8220,solo_secundario,1
2021-2024,F84_historico,S4240,K029,solo_secundario,1
2021-2024,F84_historico,S4240,A86,solo_secundario,1
2021-2024,F84_historico,S4230,S4230,principal,1
2021-2024,F84_historico,S4230,M8664,solo_secundario,1
2021-2024,F84_historico,S681,S681,solo_secundario,1
2021-2024,F84_historico,S5200,S5200,solo_secundario,1
2021-2024,F84_historico,S4200,S4200,solo_secundario,1
2021-2024,F84_historico,S5260,T842,solo_secundario,1
2021-2024,F84_historico,S530,S530,solo_secundario,1
2021-2024,F84_historico,S610,K729,solo_secundario,1
2021-2024,F84_historico,S5280,Z470,solo_secundario,1
2021-2024,F84_historico,S618,F609,solo_secundario,1
2021-2024,F84_historico,S5270,Z470,solo_secundario,1
2021-2024,F84_historico,S618,S618,solo_secundario,1
2021-2024,F84_historico,S5250,S5280,solo_secundario,1
2021-2024,F84_historico,S5231,S5231,solo_secundario,1
2021-2024,F84_historico,S619,S619,solo_secundario,1
2021-2024,F84_historico,S6251,S6251,solo_secundario,1
2021-2024,F84_historico,S6261,S6261,solo_secundario,1
2021-2024,F84_historico,S5250,S5250,principal,1
2021-2024,F84_historico,S5250,S5241,solo_secundario,1
2021-2024,F84_historico,S678,S678,solo_secundario,1
2021-2024,F84_historico,S4220,S4220,solo_secundario,1
2021-2024,F84_historico,S411,T432,solo_secundario,1
2021-2024,F84_historico,S033,S033,solo_secundario,1
2021-2024,F84_historico,S0640,S0640,solo_secundario,1
2021-2024,F84_historico,S9230,T844,solo_secundario,1
2021-2024,F84_historico,S0690,G403,solo_secundario,1
2021-2024,F84_historico,S0660,S0660,solo_secundario,1
2021-2024,F84_historico,S0650,Z518,solo_secundario,1
2021-2024,F84_historico,S0650,S0650,solo_secundario,1
2021-2024,F84_historico,S0641,S0641,solo_secundario,1
2021-2024,F84_historico,S0620,S0620,solo_secundario,1
2021-2024,F84_historico,S109,F323,solo_secundario,1
2021-2024,F84_historico,S9250,S9250,solo_secundario,1
2021-2024,F84_historico,S0600,S5200,solo_secundario,1
2021-2024,F84_historico,S0600,S0600,solo_secundario,1
2021-2024,F84_historico,S058,H270,solo_secundario,1
2021-2024,F84_historico,S053,S053,solo_secundario,1
2021-2024,F84_historico,S051,S051,solo_secundario,1
2021-2024,F84_historico,S098,S098,solo_secundario,1
2021-2024,F84_historico,S152,C910,solo_secundario,1
2021-2024,F84_historico,S8240,S8240,solo_secundario,1
2021-2024,F84_historico,S3240,S3240,solo_secundario,1
2021-2024,F84_historico,S8280,Q401,solo_secundario,1
2021-2024,F84_historico,S410,S410,solo_secundario,1
2021-2024,F84_historico,S3700,S3700,solo_secundario,1
2021-2024,F84_historico,S3611,T810,solo_secundario,1
2021-2024,F84_historico,S8280,Z518,solo_secundario,1
2021-2024,F84_historico,S910,S910,principal,1
2021-2024,F84_historico,S3200,S3200,principal,1
2021-2024,F84_historico,S199,S199,solo_secundario,1
2021-2024,F84_historico,S911,S911,solo_secundario,1
2021-2024,F84_historico,S913,S913,solo_secundario,1
2021-2024,F84_historico,S315,S315,solo_secundario,1
2021-2024,F84_historico,S311,S311,solo_secundario,1
2021-2024,F84_historico,S301,N47,solo_secundario,1
2021-2024,F84_historico,S2200,T424,solo_secundario,1
2021-2024,F84_historico,R100,R100,solo_secundario,1
2021-2024,F84_historico,R068,R568,solo_secundario,1
2021-2024,F84_historico,T393,F500,solo_secundario,1
2021-2024,F84_historico,T439,T439,principal,1
2021-2024,F84_historico,Q531,G408,solo_secundario,1
2021-2024,F84_historico,Q531,D444,solo_secundario,1
2021-2024,F84_historico,T438,K358,solo_secundario,1
2021-2024,F84_historico,Q530,Q530,solo_secundario,1
2021-2024,F84_historico,Q529,J128,solo_secundario,1
2021-2024,F84_historico,Q447,Q447,solo_secundario,1
2021-2024,F84_historico,Q442,Q442,solo_secundario,1
2021-2024,F84_historico,Q531,J128,solo_secundario,1
2021-2024,F84_historico,Q438,T828,solo_secundario,1
2021-2024,F84_historico,Q438,Q438,solo_secundario,1
2021-2024,F84_historico,T439,T439,solo_secundario,1
2021-2024,F84_historico,Q431,Q539,solo_secundario,1
2021-2024,F84_historico,T450,T450,solo_secundario,1
2021-2024,F84_historico,Q420,N359,solo_secundario,1
2021-2024,F84_historico,Q531,J121,solo_secundario,1
2021-2024,F84_historico,T436,T436,solo_secundario,1
2021-2024,F84_historico,T454,T454,solo_secundario,1
2021-2024,F84_historico,Q539,N47,solo_secundario,1
2021-2024,F84_historico,Q542,T830,solo_secundario,1
2021-2024,F84_historico,Q542,Q542,solo_secundario,1
2021-2024,F84_historico,Q541,H500,solo_secundario,1
2021-2024,F84_historico,Q539,Q740,solo_secundario,1
2021-2024,F84_historico,Q539,Q532,solo_secundario,1
2021-2024,F84_historico,Q539,Q531,solo_secundario,1
