Source,Indicator,Year / key,Expected (protocol),Observed (pipeline),Difference,Status,Explanation
REM Series A / Series P 2019–2025 (module 02),"P6: population under control in specialty care, December (broad PDD P6223380 in 2019–2020; autism P6241060 from 2021)","2022 (P6241060, December stock)","4,684","4,684",0,matches,December stock (COL01); definition break between 2020 (broad PDD) and 2021 (strict autism): not a continuous series. Reporting establishments: 113.
REM Series A / Series P 2019–2025 (module 02),"P6: population under control in specialty care, December (broad PDD P6223380 in 2019–2020; autism P6241060 from 2021)","2023 (P6241060, December stock)","7,982","7,982",0,matches,December stock (COL01); definition break between 2020 (broad PDD) and 2021 (strict autism): not a continuous series. Reporting establishments: 129.
REM Series A / Series P 2019–2025 (module 02),"P6: population under control in specialty care, December (broad PDD P6223380 in 2019–2020; autism P6241060 from 2021)","2024 (P6241060, December stock)","8,835","8,835",0,matches,December stock (COL01); definition break between 2020 (broad PDD) and 2021 (strict autism): not a continuous series. Reporting establishments: 144.
REM Series A / Series P 2019–2025 (module 02),"P6: population under control in specialty care, December (broad PDD P6223380 in 2019–2020; autism P6241060 from 2021)","2025 (P6241060, December stock)","12,645","12,645",0,matches,December stock (COL01); definition break between 2020 (broad PDD) and 2021 (strict autism): not a continuous series. Reporting establishments: 153.
REM Series A / Series P 2019–2025 (module 02),A03 2019–2022: M-CHAT administered (03500406),"2019 (03500406, annual sum)","2,613","2,613",0,matches,Annual sum of COL01 + COL02 (males + females) over the cells present; the code is restricted to children with language or social alterations and does not estimate population coverage. Reporting establishments: 263.
REM Series A / Series P 2019–2025 (module 02),A03 2019–2022: M-CHAT administered (03500406),"2020 (03500406, annual sum)",816,816,0,matches,Annual sum of COL01 + COL02 (males + females) over the cells present; the code is restricted to children with language or social alterations and does not estimate population coverage. Reporting establishments: 198.
REM Series A / Series P 2019–2025 (module 02),A03 2019–2022: M-CHAT administered (03500406),"2021 (03500406, annual sum)","1,833","1,833",0,matches,Annual sum of COL01 + COL02 (males + females) over the cells present; the code is restricted to children with language or social alterations and does not estimate population coverage. Reporting establishments: 273.
REM Series A / Series P 2019–2025 (module 02),A03 2019–2022: M-CHAT administered (03500406),"2022 (03500406, annual sum)","3,455","3,455",0,matches,Annual sum of COL01 + COL02 (males + females) over the cells present; the code is restricted to children with language or social alterations and does not estimate population coverage. Reporting establishments: 399.
REM Series A / Series P 2019–2025 (module 02),A03 2019–2022: altered M-CHAT (03500407),"2019 (03500407, annual sum)","1,640","1,640",0,matches,Annual sum of COL01 + COL02 over the cells present (31% of A03 rows have one empty sex cell); not population positivity. Reporting establishments: 188.
REM Series A / Series P 2019–2025 (module 02),A03 2019–2022: altered M-CHAT (03500407),"2020 (03500407, annual sum)",288,288,0,matches,Annual sum of COL01 + COL02 over the cells present (31% of A03 rows have one empty sex cell); not population positivity. Reporting establishments: 134.
REM Series A / Series P 2019–2025 (module 02),A03 2019–2022: altered M-CHAT (03500407),"2021 (03500407, annual sum)",879,879,0,matches,Annual sum of COL01 + COL02 over the cells present (31% of A03 rows have one empty sex cell); not population positivity. Reporting establishments: 230.
REM Series A / Series P 2019–2025 (module 02),A03 2019–2022: altered M-CHAT (03500407),"2022 (03500407, annual sum)","1,535","1,535",0,matches,Annual sum of COL01 + COL02 over the cells present (31% of A03 rows have one empty sex cell); not population positivity. Reporting establishments: 315.
REM Series A / Series P 2019–2025 (module 02),A03 2023–2024: low risk (09600213),"2023 (09600213, annual sum)","14,083","14,083",0,matches,"Annual sum of COL01 + COL02 over the cells present; new 2023–2024 code family, not comparable with the 2019–2022 M-CHAT nor with the 2025 redesign. Reporting establishments: 880."
REM Series A / Series P 2019–2025 (module 02),A03 2023–2024: medium risk (09600214),"2023 (09600214, annual sum)","3,642","3,642",0,matches,"Annual sum of COL01 + COL02 over the cells present; new 2023–2024 code family, not comparable with the 2019–2022 M-CHAT nor with the 2025 redesign. Reporting establishments: 627."
REM Series A / Series P 2019–2025 (module 02),A03 2023–2024: high risk (09600215),"2023 (09600215, annual sum)","1,907","1,907",0,matches,"Annual sum of COL01 + COL02 over the cells present; new 2023–2024 code family, not comparable with the 2019–2022 M-CHAT nor with the 2025 redesign. Reporting establishments: 478."
REM Series A / Series P 2019–2025 (module 02),A03 2023–2024: low risk (09600213),"2024 (09600213, annual sum)","18,142","18,142",0,matches,"Annual sum of COL01 + COL02 over the cells present; new 2023–2024 code family, not comparable with the 2019–2022 M-CHAT nor with the 2025 redesign. Reporting establishments: 1,082."
REM Series A / Series P 2019–2025 (module 02),A03 2023–2024: medium risk (09600214),"2024 (09600214, annual sum)","4,698","4,698",0,matches,"Annual sum of COL01 + COL02 over the cells present; new 2023–2024 code family, not comparable with the 2019–2022 M-CHAT nor with the 2025 redesign. Reporting establishments: 734."
REM Series A / Series P 2019–2025 (module 02),A03 2023–2024: high risk (09600215),"2024 (09600215, annual sum)","2,234","2,234",0,matches,"Annual sum of COL01 + COL02 over the cells present; new 2023–2024 code family, not comparable with the 2019–2022 M-CHAT nor with the 2025 redesign. Reporting establishments: 552."
Denominators and coverage (module 03),FONASA: beneficiaries in December,2019,"14,841,577","14,841,577",0,matches,"Sum of beneficiaries in the aggregated December file; repeated rows are kept because they are additive (32,175 repeated rows this year). Insurance layer (mixes primary-care enrolment and residence)."
Denominators and coverage (module 03),FONASA: beneficiaries in December,2020,"15,142,528","15,142,528",0,matches,"Sum of beneficiaries in the aggregated December file; repeated rows are kept because they are additive (33,832 repeated rows this year). Insurance layer (mixes primary-care enrolment and residence)."
Denominators and coverage (module 03),FONASA: beneficiaries in December,2021,"15,233,814","15,233,814",0,matches,Sum of beneficiaries in the aggregated December file; repeated rows are kept because they are additive (0 repeated rows this year). Insurance layer (mixes primary-care enrolment and residence).
Denominators and coverage (module 03),FONASA: beneficiaries in December,2022,"15,613,584","15,613,584",0,matches,Sum of beneficiaries in the aggregated December file; repeated rows are kept because they are additive (0 repeated rows this year). Insurance layer (mixes primary-care enrolment and residence).
Denominators and coverage (module 03),FONASA: beneficiaries in December,2023,"16,229,898","16,229,898",0,matches,Sum of beneficiaries in the aggregated December file; repeated rows are kept because they are additive (0 repeated rows this year). Insurance layer (mixes primary-care enrolment and residence).
Denominators and coverage (module 03),FONASA: beneficiaries in December,2024,"16,752,189","16,752,189",0,matches,Sum of beneficiaries in the aggregated December file; repeated rows are kept because they are additive (0 repeated rows this year). Insurance layer (mixes primary-care enrolment and residence).
Denominators and coverage (module 03),FONASA: beneficiaries in December,2025,"17,132,611","17,132,611",0,matches,Sum of beneficiaries in the aggregated December file; repeated rows are kept because they are additive (0 repeated rows this year). Insurance layer (mixes primary-care enrolment and residence).
Denominators and coverage (module 03),"Primary-care (APS) enrolled persons, December",2019,"13,777,051","13,777,051",0,matches,"Sum of TOTAL_INSCRITOS in the December cut (Inscritos_APS_YYYY12.csv); operational coverage by centre (place of care, not residence)."
Denominators and coverage (module 03),"Primary-care (APS) enrolled persons, December",2020,"13,885,509","13,885,509",0,matches,"Sum of TOTAL_INSCRITOS in the December cut (Inscritos_APS_YYYY12.csv); operational coverage by centre (place of care, not residence)."
Denominators and coverage (module 03),"Primary-care (APS) enrolled persons, December",2021,"14,100,841","14,100,841",0,matches,"Sum of TOTAL_INSCRITOS in the December cut (Inscritos_APS_YYYY12.csv); operational coverage by centre (place of care, not residence)."
Denominators and coverage (module 03),"Primary-care (APS) enrolled persons, December",2022,"14,522,464","14,522,464",0,matches,"Sum of TOTAL_INSCRITOS in the December cut (Inscritos_APS_YYYY12.csv); operational coverage by centre (place of care, not residence)."
Denominators and coverage (module 03),"Primary-care (APS) enrolled persons, December",2023,"15,051,673","15,051,673",0,matches,"Sum of TOTAL_INSCRITOS in the December cut (Inscritos_APS_YYYY12.csv); operational coverage by centre (place of care, not residence)."
Denominators and coverage (module 03),"Primary-care (APS) enrolled persons, December",2024,"15,353,689","15,353,689",0,matches,"Sum of TOTAL_INSCRITOS in the December cut (Inscritos_APS_YYYY12.csv); operational coverage by centre (place of care, not residence)."
Denominators and coverage (module 03),"Primary-care (APS) enrolled persons, December",2025,"15,791,862","15,791,862",0,matches,"Sum of TOTAL_INSCRITOS in the December cut (Inscritos_APS_YYYY12.csv); operational coverage by centre (place of care, not residence)."
Denominators and coverage (module 03),"Primary-care centres with enrolled persons, December",2019,"1,890","1,890",0,matches,Distinct centre codes in the December cut.
Denominators and coverage (module 03),"Primary-care centres with enrolled persons, December",2020,"1,956","1,956",0,matches,Distinct centre codes in the December cut.
Denominators and coverage (module 03),"Primary-care centres with enrolled persons, December",2021,"1,984","1,984",0,matches,Distinct centre codes in the December cut.
Denominators and coverage (module 03),"Primary-care centres with enrolled persons, December",2022,"2,026","2,026",0,matches,Distinct centre codes in the December cut.
Denominators and coverage (module 03),"Primary-care centres with enrolled persons, December",2023,"2,057","2,057",0,matches,Distinct centre codes in the December cut.
Denominators and coverage (module 03),"Primary-care centres with enrolled persons, December",2024,"2,078","2,078",0,matches,Distinct centre codes in the December cut.
Denominators and coverage (module 03),"Primary-care centres with enrolled persons, December",2025,"2,091","2,091",0,matches,Distinct centre codes in the December cut.
Denominators and coverage (module 03),ISAPRE: beneficiaries in December,2019,"3,431,126","3,431,126",0,matches,National total of ISAPRE beneficiaries in December (2019–2020 .xls: contributors + dependants + unborn; from 2021 .xlsx: total contributors + total dependants); administrative geography of the beneficiary.
Denominators and coverage (module 03),ISAPRE: beneficiaries in December,2020,"3,339,226","3,339,226",0,matches,National total of ISAPRE beneficiaries in December (2019–2020 .xls: contributors + dependants + unborn; from 2021 .xlsx: total contributors + total dependants); administrative geography of the beneficiary.
Denominators and coverage (module 03),ISAPRE: beneficiaries in December,2021,"3,330,254","3,330,254",0,matches,National total of ISAPRE beneficiaries in December (2019–2020 .xls: contributors + dependants + unborn; from 2021 .xlsx: total contributors + total dependants); administrative geography of the beneficiary.
Denominators and coverage (module 03),ISAPRE: beneficiaries in December,2022,"3,151,885","3,151,885",0,matches,National total of ISAPRE beneficiaries in December (2019–2020 .xls: contributors + dependants + unborn; from 2021 .xlsx: total contributors + total dependants); administrative geography of the beneficiary.
Denominators and coverage (module 03),ISAPRE: beneficiaries in December,2023,"2,788,257","2,788,257",0,matches,National total of ISAPRE beneficiaries in December (2019–2020 .xls: contributors + dependants + unborn; from 2021 .xlsx: total contributors + total dependants); administrative geography of the beneficiary.
Denominators and coverage (module 03),ISAPRE: beneficiaries in December,2024,"2,630,026","2,630,026",0,matches,National total of ISAPRE beneficiaries in December (2019–2020 .xls: contributors + dependants + unborn; from 2021 .xlsx: total contributors + total dependants); administrative geography of the beneficiary.
Denominators and coverage (module 03),ISAPRE: beneficiaries in December,2025,"2,517,305","2,517,305",0,matches,National total of ISAPRE beneficiaries in December (2019–2020 .xls: contributors + dependants + unborn; from 2021 .xlsx: total contributors + total dependants); administrative geography of the beneficiary.
Denominators and coverage (module 03),INE: projected national population (Census 2017 base),2019,"19,107,216","19,107,216",0,matches,"INE projections, Census 2017 base, at 30 June, sum over comuna × sex × single age (346 comunas); territorial layer (residence)."
Denominators and coverage (module 03),INE: projected national population (Census 2017 base),2025,"20,206,953","20,206,953",0,matches,"INE projections, Census 2017 base, at 30 June, sum over comuna × sex × single age (346 comunas); territorial layer (residence)."
Denominators and coverage (module 03),REM-20: discharge retention of the 188-establishment panel,2019,0.9976,0.997603,+0.000003 (+0.00%),matches,"Discharges of the 188 establishments with 12 reported months in every year 2019–2025 / total discharges of the year (proportion); capacity and activity, not covered population."
Denominators and coverage (module 03),REM-20: discharge retention of the 188-establishment panel,2025,0.9816,0.981629,+0.000029 (+0.00%),matches,"Discharges of the 188 establishments with 12 reported months in every year 2019–2025 / total discharges of the year (proportion); capacity and activity, not covered population."
Denominators and coverage (module 03),"APS: enrolment retention of the 1,871-centre panel",2019,0.9987,0.998730,+0.000030 (+0.00%),matches,"Enrolled persons of the 1,871 centres present in all seven December cuts / total enrolled persons of the year (proportion)."
Denominators and coverage (module 03),"APS: enrolment retention of the 1,871-centre panel",2025,0.9754,0.975426,+0.000026 (+0.00%),matches,"Enrolled persons of the 1,871 centres present in all seven December cuts / total enrolled persons of the year (proportion)."
ENDIDE 2022 / ENCAVI 2023–2024 surveys (module 04),ENDIDE 2022: unweighted cases of reported autism,Adults aged 18+ (reported autism),72,72,0,matches,"Unweighted count in the selected-persons file (adults: c26_33 = 1 among 18+; children: n29_19 = 1 among 2–17; confirmation: n29a_19 = 1); national estimates use the complex design, never this count."
ENDIDE 2022 / ENCAVI 2023–2024 surveys (module 04),ENDIDE 2022: unweighted cases of reported autism,Children and adolescents aged 2–17 (reported autism),163,163,0,matches,"Unweighted count in the selected-persons file (adults: c26_33 = 1 among 18+; children: n29_19 = 1 among 2–17; confirmation: n29a_19 = 1); national estimates use the complex design, never this count."
ENDIDE 2022 / ENCAVI 2023–2024 surveys (module 04),ENDIDE 2022: unweighted cases of reported autism,Children and adolescents aged 2–17 with professional confirmation,139,139,0,matches,"Unweighted count in the selected-persons file (adults: c26_33 = 1 among 18+; children: n29_19 = 1 among 2–17; confirmation: n29a_19 = 1); national estimates use the complex design, never this count."
ENDIDE 2022 / ENCAVI 2023–2024 surveys (module 04),ENCAVI 2023–2024: positive responses and file size,"Positive responses (autism diagnosis, 15+)",80,80,0,matches,"Unweighted count (p4_6_1_h = 1) and rows of the 15+ file (manual: 16,590 cases); the published proportion is recomputed with weight, strata and clusters."
ENDIDE 2022 / ENCAVI 2023–2024 surveys (module 04),ENCAVI 2023–2024: positive responses and file size,Persons aged 15+ in the file,"16,590","16,590",0,matches,"Unweighted count (p4_6_1_h = 1) and rows of the 15+ file (manual: 16,590 cases); the published proportion is recomputed with weight, strata and clusters."
Education PIE / SINACES / JUNAEB (module 05),PIE: students with TEA (strict definition),2019,"11,877","11,877",0,matches,"Apuntes 60 (MINEDUC), Table 6, p. 11, extracted from the PDF with pdftotext; annual school stock, not prevalence."
Education PIE / SINACES / JUNAEB (module 05),PIE: students with TEA (strict definition),2020,"13,613","13,613",0,matches,"Apuntes 60 (MINEDUC), Table 6, p. 11, extracted from the PDF with pdftotext; annual school stock, not prevalence."
Education PIE / SINACES / JUNAEB (module 05),PIE: students with TEA (strict definition),2021,"18,801","18,801",0,matches,"Apuntes 60 (MINEDUC), Table 6, p. 11, extracted from the PDF with pdftotext; annual school stock, not prevalence."
Education PIE / SINACES / JUNAEB (module 05),PIE: students with TEA (strict definition),2022,"28,845","28,845",0,matches,"Apuntes 60 (MINEDUC), Table 6, p. 11, extracted from the PDF with pdftotext; annual school stock, not prevalence."
Education PIE / SINACES / JUNAEB (module 05),PIE: students with TEA (strict definition),2023,"47,551","47,551",0,matches,"Apuntes 60 (MINEDUC), Table 6, p. 11, extracted from the PDF with pdftotext; annual school stock, not prevalence."
Education PIE / SINACES / JUNAEB (module 05),PIE: students with TEA-Asperger,2019,"9,135","9,135",0,matches,"Apuntes 60 (MINEDUC), Table 6, p. 11; definition kept separate from strict TEA."
Education PIE / SINACES / JUNAEB (module 05),PIE: students with TEA-Asperger,2020,"9,977","9,977",0,matches,"Apuntes 60 (MINEDUC), Table 6, p. 11; definition kept separate from strict TEA."
Education PIE / SINACES / JUNAEB (module 05),PIE: students with TEA-Asperger,2021,"12,081","12,081",0,matches,"Apuntes 60 (MINEDUC), Table 6, p. 11; definition kept separate from strict TEA."
Education PIE / SINACES / JUNAEB (module 05),PIE: students with TEA-Asperger,2022,"14,095","14,095",0,matches,"Apuntes 60 (MINEDUC), Table 6, p. 11; definition kept separate from strict TEA."
Education PIE / SINACES / JUNAEB (module 05),PIE: students with TEA-Asperger,2023,"16,091","16,091",0,matches,"Apuntes 60 (MINEDUC), Table 6, p. 11; definition kept separate from strict TEA."
Education PIE / SINACES / JUNAEB (module 05),PIE: harmonised TEA + TEA-Asperger series (2019–2023) and SINACES (2024–2025),2019,"21,012","21,012",0,matches,"TEA + TEA-Asperger sum from Apuntes 60 for 2019–2023 and harmonised PIE from the SINACES report for 2024–2025; 2022 = 42,940 (45,014 − 2,074 special schools), not the 42,945 printed in SINACES."
Education PIE / SINACES / JUNAEB (module 05),PIE: harmonised TEA + TEA-Asperger series (2019–2023) and SINACES (2024–2025),2020,"23,590","23,590",0,matches,"TEA + TEA-Asperger sum from Apuntes 60 for 2019–2023 and harmonised PIE from the SINACES report for 2024–2025; 2022 = 42,940 (45,014 − 2,074 special schools), not the 42,945 printed in SINACES."
Education PIE / SINACES / JUNAEB (module 05),PIE: harmonised TEA + TEA-Asperger series (2019–2023) and SINACES (2024–2025),2021,"30,882","30,882",0,matches,"TEA + TEA-Asperger sum from Apuntes 60 for 2019–2023 and harmonised PIE from the SINACES report for 2024–2025; 2022 = 42,940 (45,014 − 2,074 special schools), not the 42,945 printed in SINACES."
Education PIE / SINACES / JUNAEB (module 05),PIE: harmonised TEA + TEA-Asperger series (2019–2023) and SINACES (2024–2025),2022,"42,940","42,940",0,matches,"TEA + TEA-Asperger sum from Apuntes 60 for 2019–2023 and harmonised PIE from the SINACES report for 2024–2025; 2022 = 42,940 (45,014 − 2,074 special schools), not the 42,945 printed in SINACES."
Education PIE / SINACES / JUNAEB (module 05),PIE: harmonised TEA + TEA-Asperger series (2019–2023) and SINACES (2024–2025),2023,"63,642","63,642",0,matches,"TEA + TEA-Asperger sum from Apuntes 60 for 2019–2023 and harmonised PIE from the SINACES report for 2024–2025; 2022 = 42,940 (45,014 − 2,074 special schools), not the 42,945 printed in SINACES."
Education PIE / SINACES / JUNAEB (module 05),PIE: harmonised TEA + TEA-Asperger series (2019–2023) and SINACES (2024–2025),2024,"86,475","86,475",0,matches,"TEA + TEA-Asperger sum from Apuntes 60 for 2019–2023 and harmonised PIE from the SINACES report for 2024–2025; 2022 = 42,940 (45,014 − 2,074 special schools), not the 42,945 printed in SINACES."
Education PIE / SINACES / JUNAEB (module 05),PIE: harmonised TEA + TEA-Asperger series (2019–2023) and SINACES (2024–2025),2025,"106,786","106,786",0,matches,"TEA + TEA-Asperger sum from Apuntes 60 for 2019–2023 and harmonised PIE from the SINACES report for 2024–2025; 2022 = 42,940 (45,014 − 2,074 special schools), not the 42,945 printed in SINACES."
Education PIE / SINACES / JUNAEB (module 05),Autistic students in special schools (SINACES),2024,"2,505","2,505",0,matches,"SINACES report, Table 1, p. 8."
Education PIE / SINACES / JUNAEB (module 05),Autistic students in special schools (SINACES),2025,"2,626","2,626",0,matches,"SINACES report, Table 1, p. 8."
Education PIE / SINACES / JUNAEB (module 05),JUNAEB EVE 2024: students with caregiver-reported TEA (unweighted),Pre-school (parvularia),"17,641","17,641",0,matches,"Unweighted count by level; 9th grade 2024 not estimable (empty variable, not zero). Selected school cohorts, not national prevalence."
Education PIE / SINACES / JUNAEB (module 05),JUNAEB EVE 2024: students with caregiver-reported TEA (unweighted),1st grade (1.º básico),"10,245","10,245",0,matches,"Unweighted count by level; 9th grade 2024 not estimable (empty variable, not zero). Selected school cohorts, not national prevalence."
Education PIE / SINACES / JUNAEB (module 05),JUNAEB EVE 2024: students with caregiver-reported TEA (unweighted),5th grade (5.º básico),"7,468","7,468",0,matches,"Unweighted count by level; 9th grade 2024 not estimable (empty variable, not zero). Selected school cohorts, not national prevalence."
Education PIE / SINACES / JUNAEB (module 05),JUNAEB EVE 2025: students with caregiver-reported TEA (unweighted),Pre-school (parvularia),"18,785","18,785",0,matches,Unweighted count by level; the proportions in the article use the EXP weight.
Education PIE / SINACES / JUNAEB (module 05),JUNAEB EVE 2025: students with caregiver-reported TEA (unweighted),1st grade (1.º básico),"12,536","12,536",0,matches,Unweighted count by level; the proportions in the article use the EXP weight.
Education PIE / SINACES / JUNAEB (module 05),JUNAEB EVE 2025: students with caregiver-reported TEA (unweighted),5th grade (5.º básico),"9,887","9,887",0,matches,Unweighted count by level; the proportions in the article use the EXP weight.
Education PIE / SINACES / JUNAEB (module 05),JUNAEB EVE 2025: students with caregiver-reported TEA (unweighted),9th grade (1.º medio),"9,164","9,164",0,matches,Unweighted count by level; the proportions in the article use the EXP weight.
Public GRD 2019–2024 (module 01),Exact duplicates among F84 episodes on the 45 analysed columns (module control; the expected value is not in the protocol),2020,0,1,+1,differs,"In 2020 one pair of F84 rows is identical on the 45 analysed columns but differs in ETNIA, MEDICOALTA_ENCRIPTADO, RN1ESTADO, RN2ESTADO, RN3ESTADO, RN4ESTADO; no full-row duplicate (129 columns) exists. Kept as two episodes: every control and output uses the no-removal counts (1,633 versus 1,632 if removed). The expected 0 is a data-quality expectation, not an official total."
"DEIS discharges 2019–2024, cross-check (module 01b)","Strict F84 hospitalisation, observed panel (GRD as read by the DEIS module) vs protocol (module control; the expected value is not in the protocol)",2023,"5,797","5,842",+45 (+0.8%),differs,Cross-module check by the DEIS module on grd_year_summary.csv: reproduces the same discrepancy as the GRD module (observed panel of 68/72 hospitals versus the fixed panel of 65 used by the protocol for 2023–2024); the fixed × hospitalisation row of the same module matches exactly. Not a reading error.
"DEIS discharges 2019–2024, cross-check (module 01b)","Strict F84 hospitalisation, observed panel (GRD as read by the DEIS module) vs protocol (module control; the expected value is not in the protocol)",2024,"7,500","7,705",+205 (+2.7%),differs,Cross-module check by the DEIS module on grd_year_summary.csv: reproduces the same discrepancy as the GRD module (observed panel of 68/72 hospitals versus the fixed panel of 65 used by the protocol for 2023–2024); the fixed × hospitalisation row of the same module matches exactly. Not a reading error.
Public GRD 2019–2024 (module 01),Unique persons with F84 within the year (valid identifier) (module control; the expected value is not in the protocol),2019,"1,983","1,982",−1 (−0.05%),differs,Module note: persons with a valid identifier; the brief counts the invalid-identifier placeholder as one extra person (module 01); F84 episodes without a valid identifier = 4
Public GRD 2019–2024 (module 01),Unique persons with F84 within the year (valid identifier) (module control; the expected value is not in the protocol),2022,"3,265","3,264",−1 (−0.03%),differs,Module note: persons with a valid identifier; the brief counts the invalid-identifier placeholder as one extra person (module 01); F84 episodes without a valid identifier = 3
Public GRD 2019–2024 (module 01),Unique persons with F84 within the year (valid identifier) (module control; the expected value is not in the protocol),2023,"5,268","5,267",−1 (−0.02%),differs,Module note: persons with a valid identifier; the brief counts the invalid-identifier placeholder as one extra person (module 01); F84 episodes without a valid identifier = 2
Public GRD 2019–2024 (module 01),Unique persons with F84 within the year (valid identifier) (module control; the expected value is not in the protocol),2024,"7,214","7,213",−1 (−0.01%),differs,Module note: persons with a valid identifier; the brief counts the invalid-identifier placeholder as one extra person (module 01); F84 episodes without a valid identifier = 1
Denominators and coverage (module 03),REM-20: duplicated establishment-area-month rows (module control; the expected value is not in the protocol),2019–2025,0,1,+1,differs,"REM-20 source anomaly: one duplicated establishment-area-month row (Hospital Comunitario de Laja, code 120105, June 2020, area 407: one all-zero row and one data row). Kept because it is additive and does not alter the 188-establishment panel or the retention shares; the expected 0 is a data-quality expectation, not an official total."
