Source,Role,Provider,File,Size (MB),SHA-256 (first 12),Download/version date,Observation unit,Period,Stock / flow,Definition breaks,Linkage restrictions,Use rule,SHA-256 matches manifest
deis_egresos,data,"DEIS, Ministerio de Salud",2021.csv,272.25,ca763dd6a51c,2024-10-18 (file mtime; not dated in any manifest),"Hospital discharge (egreso) reported to DEIS, one row per discharge",2021,flow (discharges in the year),"Only two diagnosis fields (cannot reproduce 'F84 in any of 35 positions'); column set changes across years (2019 header PERTENENCIA_ESTABLECIMIENTO_SALU with ETNIA, INTERV_Q, PROCED; 2024 header PERTENENCIA_ESTABLECIMIENTO_SALUD without them); 2012 and 2021 have an official 15-column variant kept apart",No identifier; no linkage to GRD episodes or persons,External check of the F84-principal/DIAG1-DIAG2 series and of national discharge volumes only; not a substitute for GRD; never combine numerators from GRD with denominators from DEIS,Yes
deis_egresos,data,"DEIS, Ministerio de Salud",2022.csv,357.94,92511395bcf5,2024-10-18 (file mtime; not dated in any manifest),"Hospital discharge (egreso) reported to DEIS, one row per discharge",2022,flow (discharges in the year),"Only two diagnosis fields (cannot reproduce 'F84 in any of 35 positions'); column set changes across years (2019 header PERTENENCIA_ESTABLECIMIENTO_SALU with ETNIA, INTERV_Q, PROCED; 2024 header PERTENENCIA_ESTABLECIMIENTO_SALUD without them); 2012 and 2021 have an official 15-column variant kept apart",No identifier; no linkage to GRD episodes or persons,External check of the F84-principal/DIAG1-DIAG2 series and of national discharge volumes only; not a substitute for GRD; never combine numerators from GRD with denominators from DEIS,Yes
deis_egresos,data,"DEIS, Ministerio de Salud",2023.csv,278.31,4b5d1d573254,2024-10-18 (file mtime; not dated in any manifest),"Hospital discharge (egreso) reported to DEIS, one row per discharge",2023,flow (discharges in the year),"Only two diagnosis fields (cannot reproduce 'F84 in any of 35 positions'); column set changes across years (2019 header PERTENENCIA_ESTABLECIMIENTO_SALU with ETNIA, INTERV_Q, PROCED; 2024 header PERTENENCIA_ESTABLECIMIENTO_SALUD without them); 2012 and 2021 have an official 15-column variant kept apart",No identifier; no linkage to GRD episodes or persons,External check of the F84-principal/DIAG1-DIAG2 series and of national discharge volumes only; not a substitute for GRD; never combine numerators from GRD with denominators from DEIS,Yes
deis_egresos,data,"DEIS, Ministerio de Salud",2024.csv,245.75,38a6b99d04e9,2025-08-05 (file mtime; not dated in any manifest),"Hospital discharge (egreso) reported to DEIS, one row per discharge",2024,flow (discharges in the year),"Only two diagnosis fields (cannot reproduce 'F84 in any of 35 positions'); column set changes across years (2019 header PERTENENCIA_ESTABLECIMIENTO_SALU with ETNIA, INTERV_Q, PROCED; 2024 header PERTENENCIA_ESTABLECIMIENTO_SALUD without them); 2012 and 2021 have an official 15-column variant kept apart",No identifier; no linkage to GRD episodes or persons,External check of the F84-principal/DIAG1-DIAG2 series and of national discharge volumes only; not a substitute for GRD; never combine numerators from GRD with denominators from DEIS,Yes
deis_egresos_dictionary,dictionary,"DEIS, Ministerio de Salud",Diccionario BD egresos hospitalario.xlsx,0.68,007209250d4a,2026-06-24 (file mtime; not dated in any manifest),Variable dictionary of the DEIS discharge database,2001–2024,not applicable (dictionary),"Check variant schemas (2012, 2021, 2024)",not applicable,Interpretation only,not listed in any manifest
fonasa_aggregates,data,Fondo Nacional de Salud (FONASA),Resultados_201812.rar,3.49,ab62a8a339bd,2026-09-04 (download_manifest.csv downloaded_at_utc),Aggregated cell of FONASA beneficiaries at December (dimension combination x count),December 2018,stock (December snapshot),"Schema changes in 2021, 2023, 2024 and 2025; count column renamed CUENTA_BENEFICIARIOS -> BENEFICIARIOS in 2024; 2018–2020 contain repeated rows that are additive fragments of an unexposed dimension; encoding Latin-1 in 2018–2024 members and UTF-8 in the 2025 member; age groups change (e.g. 30 a 39 in 2023)",Aggregate; no persons; not linkable to REM or GRD,Never apply drop_duplicates(): sum all rows; harmonise schema explicitly keeping original columns; use as insurance-coverage layer only; reproduce config.CONTROLS fonasa_beneficiaries_december,Yes
fonasa_aggregates,data,Fondo Nacional de Salud (FONASA),Resultados_201912.rar,3.79,8b1b8d90f22c,2026-09-04 (download_manifest.csv downloaded_at_utc); file mtime 2026-07-17,Aggregated cell of FONASA beneficiaries at December (dimension combination x count),December 2019,stock (December snapshot),"Schema changes in 2021, 2023, 2024 and 2025; count column renamed CUENTA_BENEFICIARIOS -> BENEFICIARIOS in 2024; 2018–2020 contain repeated rows that are additive fragments of an unexposed dimension; encoding Latin-1 in 2018–2024 members and UTF-8 in the 2025 member; age groups change (e.g. 30 a 39 in 2023)",Aggregate; no persons; not linkable to REM or GRD,Never apply drop_duplicates(): sum all rows; harmonise schema explicitly keeping original columns; use as insurance-coverage layer only; reproduce config.CONTROLS fonasa_beneficiaries_december,Yes
fonasa_aggregates,data,Fondo Nacional de Salud (FONASA),Resultados_202012.rar,3.96,e364d6144fd0,2026-09-04 (download_manifest.csv downloaded_at_utc); file mtime 2026-07-17,Aggregated cell of FONASA beneficiaries at December (dimension combination x count),December 2020,stock (December snapshot),"Schema changes in 2021, 2023, 2024 and 2025; count column renamed CUENTA_BENEFICIARIOS -> BENEFICIARIOS in 2024; 2018–2020 contain repeated rows that are additive fragments of an unexposed dimension; encoding Latin-1 in 2018–2024 members and UTF-8 in the 2025 member; age groups change (e.g. 30 a 39 in 2023)",Aggregate; no persons; not linkable to REM or GRD,Never apply drop_duplicates(): sum all rows; harmonise schema explicitly keeping original columns; use as insurance-coverage layer only; reproduce config.CONTROLS fonasa_beneficiaries_december,Yes
fonasa_aggregates,data,Fondo Nacional de Salud (FONASA),Resultados_202112.rar,1.50,804dacfb83a8,2026-09-04 (download_manifest.csv downloaded_at_utc); file mtime 2026-07-17,Aggregated cell of FONASA beneficiaries at December (dimension combination x count),December 2021,stock (December snapshot),"Schema changes in 2021, 2023, 2024 and 2025; count column renamed CUENTA_BENEFICIARIOS -> BENEFICIARIOS in 2024; 2018–2020 contain repeated rows that are additive fragments of an unexposed dimension; encoding Latin-1 in 2018–2024 members and UTF-8 in the 2025 member; age groups change (e.g. 30 a 39 in 2023)",Aggregate; no persons; not linkable to REM or GRD,Never apply drop_duplicates(): sum all rows; harmonise schema explicitly keeping original columns; use as insurance-coverage layer only; reproduce config.CONTROLS fonasa_beneficiaries_december,Yes
fonasa_aggregates,data,Fondo Nacional de Salud (FONASA),Resultados_202212.zip,2.52,70311659098b,2026-09-04 (download_manifest.csv downloaded_at_utc); file mtime 2026-07-17,Aggregated cell of FONASA beneficiaries at December (dimension combination x count),December 2022,stock (December snapshot),"Schema changes in 2021, 2023, 2024 and 2025; count column renamed CUENTA_BENEFICIARIOS -> BENEFICIARIOS in 2024; 2018–2020 contain repeated rows that are additive fragments of an unexposed dimension; encoding Latin-1 in 2018–2024 members and UTF-8 in the 2025 member; age groups change (e.g. 30 a 39 in 2023)",Aggregate; no persons; not linkable to REM or GRD,Never apply drop_duplicates(): sum all rows; harmonise schema explicitly keeping original columns; use as insurance-coverage layer only; reproduce config.CONTROLS fonasa_beneficiaries_december,Yes
fonasa_aggregates,data,Fondo Nacional de Salud (FONASA),Resultados_202312.zip,0.73,7e2d584cee47,2026-09-04 (download_manifest.csv downloaded_at_utc); file mtime 2026-07-17,Aggregated cell of FONASA beneficiaries at December (dimension combination x count),December 2023,stock (December snapshot),"Schema changes in 2021, 2023, 2024 and 2025; count column renamed CUENTA_BENEFICIARIOS -> BENEFICIARIOS in 2024; 2018–2020 contain repeated rows that are additive fragments of an unexposed dimension; encoding Latin-1 in 2018–2024 members and UTF-8 in the 2025 member; age groups change (e.g. 30 a 39 in 2023)",Aggregate; no persons; not linkable to REM or GRD,Never apply drop_duplicates(): sum all rows; harmonise schema explicitly keeping original columns; use as insurance-coverage layer only; reproduce config.CONTROLS fonasa_beneficiaries_december,Yes
fonasa_aggregates,data,Fondo Nacional de Salud (FONASA),Resultados_202412.zip,1.08,b4361ffe69e1,2026-09-04 (download_manifest.csv downloaded_at_utc); file mtime 2026-07-17,Aggregated cell of FONASA beneficiaries at December (dimension combination x count),December 2024,stock (December snapshot),"Schema changes in 2021, 2023, 2024 and 2025; count column renamed CUENTA_BENEFICIARIOS -> BENEFICIARIOS in 2024; 2018–2020 contain repeated rows that are additive fragments of an unexposed dimension; encoding Latin-1 in 2018–2024 members and UTF-8 in the 2025 member; age groups change (e.g. 30 a 39 in 2023)",Aggregate; no persons; not linkable to REM or GRD,Never apply drop_duplicates(): sum all rows; harmonise schema explicitly keeping original columns; use as insurance-coverage layer only; reproduce config.CONTROLS fonasa_beneficiaries_december,Yes
fonasa_aggregates,data,Fondo Nacional de Salud (FONASA),Resultados_202512.zip,1.16,ae0528cf28e7,2026-09-04 (download_manifest.csv downloaded_at_utc),Aggregated cell of FONASA beneficiaries at December (dimension combination x count),December 2025,stock (December snapshot),"Schema changes in 2021, 2023, 2024 and 2025; count column renamed CUENTA_BENEFICIARIOS -> BENEFICIARIOS in 2024; 2018–2020 contain repeated rows that are additive fragments of an unexposed dimension; encoding Latin-1 in 2018–2024 members and UTF-8 in the 2025 member; age groups change (e.g. 30 a 39 in 2023)",Aggregate; no persons; not linkable to REM or GRD,Never apply drop_duplicates(): sum all rows; harmonise schema explicitly keeping original columns; use as insurance-coverage layer only; reproduce config.CONTROLS fonasa_beneficiaries_december,Yes
fonasa_dictionary,dictionary,Fondo Nacional de Salud (FONASA),Diccionario_beneficiarios.xlsx,0.01,97d760d07487,2026-09-04 (download_manifest.csv downloaded_at_utc); file mtime 2026-07-17,Variable dictionary of FONASA beneficiary publications,current,not applicable (dictionary),Confirm version applicable to each year,not applicable,Interpretation only,Yes
fonasa_aps,data,FONASA,Inscritos_APS_201912.csv,12.59,55a09b2f1ab6,2026-09-04 (download_manifest.csv downloaded_at_utc),Aggregated cell: APS centre x FONASA tramo x age group x sex x TOTAL_INSCRITOS at 31 December,31 December 2019,stock (December snapshot),"2024: variable names change (NOMBRE_DEPENDENCIA -> DEPENDENCIA_ADMINISTRATIVA, TRAMO -> TRAMO_FONASA) and age groups change; encoding Latin-1 in 2019–2023 and UTF-8 in 2024–2025; centre code 200261 appears reused and 200474 corrected geographically; tramo X and missing tramos must not be mixed without definition",Aggregate; no persons,Use as operational-coverage layer; restrict to tramos A-D when comparing with FONASA 'enrolled' totals (difference < 0.2% in 2019–2022); keep original columns; reproduce config.CONTROLS aps_enrolled_december and aps_centres,Yes
fonasa_aps,data,FONASA,Inscritos_APS_202012.csv,12.80,5c32f5e7bc06,2026-09-04 (download_manifest.csv downloaded_at_utc),Aggregated cell: APS centre x FONASA tramo x age group x sex x TOTAL_INSCRITOS at 31 December,31 December 2020,stock (December snapshot),"2024: variable names change (NOMBRE_DEPENDENCIA -> DEPENDENCIA_ADMINISTRATIVA, TRAMO -> TRAMO_FONASA) and age groups change; encoding Latin-1 in 2019–2023 and UTF-8 in 2024–2025; centre code 200261 appears reused and 200474 corrected geographically; tramo X and missing tramos must not be mixed without definition",Aggregate; no persons,Use as operational-coverage layer; restrict to tramos A-D when comparing with FONASA 'enrolled' totals (difference < 0.2% in 2019–2022); keep original columns; reproduce config.CONTROLS aps_enrolled_december and aps_centres,Yes
fonasa_aps,data,FONASA,Inscritos_APS_202112.csv,13.41,fdab9f91e9a1,2026-09-04 (download_manifest.csv downloaded_at_utc),Aggregated cell: APS centre x FONASA tramo x age group x sex x TOTAL_INSCRITOS at 31 December,31 December 2021,stock (December snapshot),"2024: variable names change (NOMBRE_DEPENDENCIA -> DEPENDENCIA_ADMINISTRATIVA, TRAMO -> TRAMO_FONASA) and age groups change; encoding Latin-1 in 2019–2023 and UTF-8 in 2024–2025; centre code 200261 appears reused and 200474 corrected geographically; tramo X and missing tramos must not be mixed without definition",Aggregate; no persons,Use as operational-coverage layer; restrict to tramos A-D when comparing with FONASA 'enrolled' totals (difference < 0.2% in 2019–2022); keep original columns; reproduce config.CONTROLS aps_enrolled_december and aps_centres,Yes
fonasa_aps,data,FONASA,Inscritos_APS_202212.csv,13.97,a29a25be5bf9,2026-09-04 (download_manifest.csv downloaded_at_utc),Aggregated cell: APS centre x FONASA tramo x age group x sex x TOTAL_INSCRITOS at 31 December,31 December 2022,stock (December snapshot),"2024: variable names change (NOMBRE_DEPENDENCIA -> DEPENDENCIA_ADMINISTRATIVA, TRAMO -> TRAMO_FONASA) and age groups change; encoding Latin-1 in 2019–2023 and UTF-8 in 2024–2025; centre code 200261 appears reused and 200474 corrected geographically; tramo X and missing tramos must not be mixed without definition",Aggregate; no persons,Use as operational-coverage layer; restrict to tramos A-D when comparing with FONASA 'enrolled' totals (difference < 0.2% in 2019–2022); keep original columns; reproduce config.CONTROLS aps_enrolled_december and aps_centres,Yes
fonasa_aps,data,FONASA,Inscritos_APS_202312.csv,14.53,be9ae603a990,2026-09-04 (download_manifest.csv downloaded_at_utc),Aggregated cell: APS centre x FONASA tramo x age group x sex x TOTAL_INSCRITOS at 31 December,31 December 2023,stock (December snapshot),"2024: variable names change (NOMBRE_DEPENDENCIA -> DEPENDENCIA_ADMINISTRATIVA, TRAMO -> TRAMO_FONASA) and age groups change; encoding Latin-1 in 2019–2023 and UTF-8 in 2024–2025; centre code 200261 appears reused and 200474 corrected geographically; tramo X and missing tramos must not be mixed without definition",Aggregate; no persons,Use as operational-coverage layer; restrict to tramos A-D when comparing with FONASA 'enrolled' totals (difference < 0.2% in 2019–2022); keep original columns; reproduce config.CONTROLS aps_enrolled_december and aps_centres,Yes
fonasa_aps,data,FONASA,Inscritos_APS_202412.csv,21.69,412428ecff91,2026-09-04 (download_manifest.csv downloaded_at_utc),Aggregated cell: APS centre x FONASA tramo x age group x sex x TOTAL_INSCRITOS at 31 December,31 December 2024,stock (December snapshot),"2024: variable names change (NOMBRE_DEPENDENCIA -> DEPENDENCIA_ADMINISTRATIVA, TRAMO -> TRAMO_FONASA) and age groups change; encoding Latin-1 in 2019–2023 and UTF-8 in 2024–2025; centre code 200261 appears reused and 200474 corrected geographically; tramo X and missing tramos must not be mixed without definition",Aggregate; no persons,Use as operational-coverage layer; restrict to tramos A-D when comparing with FONASA 'enrolled' totals (difference < 0.2% in 2019–2022); keep original columns; reproduce config.CONTROLS aps_enrolled_december and aps_centres,Yes
fonasa_aps,data,FONASA,Inscritos_APS_202512.csv,22.09,83fcc4c18591,2026-09-04 (download_manifest.csv downloaded_at_utc),Aggregated cell: APS centre x FONASA tramo x age group x sex x TOTAL_INSCRITOS at 31 December,31 December 2025,stock (December snapshot),"2024: variable names change (NOMBRE_DEPENDENCIA -> DEPENDENCIA_ADMINISTRATIVA, TRAMO -> TRAMO_FONASA) and age groups change; encoding Latin-1 in 2019–2023 and UTF-8 in 2024–2025; centre code 200261 appears reused and 200474 corrected geographically; tramo X and missing tramos must not be mixed without definition",Aggregate; no persons,Use as operational-coverage layer; restrict to tramos A-D when comparing with FONASA 'enrolled' totals (difference < 0.2% in 2019–2022); keep original columns; reproduce config.CONTROLS aps_enrolled_december and aps_centres,Yes
isapre_communal,data,Superintendencia de Salud,isapre_beneficiarios_comuna_2019.xls,9.68,13a84bcd0f3a,2026-09-04 (download_manifest.csv downloaded_at_utc),"Aggregated ISAPRE beneficiaries (cotizantes and cargas) by comuna, age and sex at December",December 2019,stock (December snapshot),Format changes .xls -> .xlsx and single ages -> five-year groups in 2021; separate sheet for unborn/unclassified in 2019–2020; sheets by sex and 'Total' are duplicated views,Aggregate; no persons,Total = cotizantes + cargas (from 2021); never add sex sheets to the Total sheet; reproduce config.CONTROLS isapre_beneficiaries_december,Yes
isapre_communal,data,Superintendencia de Salud,isapre_beneficiarios_comuna_2020.xls,9.94,8b7a0b005be4,2026-09-04 (download_manifest.csv downloaded_at_utc),"Aggregated ISAPRE beneficiaries (cotizantes and cargas) by comuna, age and sex at December",December 2020,stock (December snapshot),Format changes .xls -> .xlsx and single ages -> five-year groups in 2021; separate sheet for unborn/unclassified in 2019–2020; sheets by sex and 'Total' are duplicated views,Aggregate; no persons,Total = cotizantes + cargas (from 2021); never add sex sheets to the Total sheet; reproduce config.CONTROLS isapre_beneficiaries_december,Yes
isapre_communal,data,Superintendencia de Salud,isapre_beneficiarios_comuna_2021.xlsx,0.79,489fdfa09803,2026-09-04 (download_manifest.csv downloaded_at_utc),"Aggregated ISAPRE beneficiaries (cotizantes and cargas) by comuna, age and sex at December",December 2021,stock (December snapshot),Format changes .xls -> .xlsx and single ages -> five-year groups in 2021; separate sheet for unborn/unclassified in 2019–2020; sheets by sex and 'Total' are duplicated views,Aggregate; no persons,Total = cotizantes + cargas (from 2021); never add sex sheets to the Total sheet; reproduce config.CONTROLS isapre_beneficiaries_december,Yes
isapre_communal,data,Superintendencia de Salud,isapre_beneficiarios_comuna_2022.xlsx,0.79,54fe5531212e,2026-09-04 (download_manifest.csv downloaded_at_utc),"Aggregated ISAPRE beneficiaries (cotizantes and cargas) by comuna, age and sex at December",December 2022,stock (December snapshot),Format changes .xls -> .xlsx and single ages -> five-year groups in 2021; separate sheet for unborn/unclassified in 2019–2020; sheets by sex and 'Total' are duplicated views,Aggregate; no persons,Total = cotizantes + cargas (from 2021); never add sex sheets to the Total sheet; reproduce config.CONTROLS isapre_beneficiaries_december,Yes
isapre_communal,data,Superintendencia de Salud,isapre_beneficiarios_comuna_2023.xlsx,0.80,cfe49de4eb47,2026-09-04 (download_manifest.csv downloaded_at_utc),"Aggregated ISAPRE beneficiaries (cotizantes and cargas) by comuna, age and sex at December",December 2023,stock (December snapshot),Format changes .xls -> .xlsx and single ages -> five-year groups in 2021; separate sheet for unborn/unclassified in 2019–2020; sheets by sex and 'Total' are duplicated views,Aggregate; no persons,Total = cotizantes + cargas (from 2021); never add sex sheets to the Total sheet; reproduce config.CONTROLS isapre_beneficiaries_december,Yes
isapre_communal,data,Superintendencia de Salud,isapre_beneficiarios_comuna_2024.xlsx,0.80,5dc99d0805a0,2026-09-04 (download_manifest.csv downloaded_at_utc),"Aggregated ISAPRE beneficiaries (cotizantes and cargas) by comuna, age and sex at December",December 2024,stock (December snapshot),Format changes .xls -> .xlsx and single ages -> five-year groups in 2021; separate sheet for unborn/unclassified in 2019–2020; sheets by sex and 'Total' are duplicated views,Aggregate; no persons,Total = cotizantes + cargas (from 2021); never add sex sheets to the Total sheet; reproduce config.CONTROLS isapre_beneficiaries_december,Yes
isapre_communal,data,Superintendencia de Salud,isapre_beneficiarios_comuna_2025.xlsx,0.80,0b810d7438fc,2026-09-04 (download_manifest.csv downloaded_at_utc),"Aggregated ISAPRE beneficiaries (cotizantes and cargas) by comuna, age and sex at December",December 2025,stock (December snapshot),Format changes .xls -> .xlsx and single ages -> five-year groups in 2021; separate sheet for unborn/unclassified in 2019–2020; sheets by sex and 'Total' are duplicated views,Aggregate; no persons,Total = cotizantes + cargas (from 2021); never add sex sheets to the Total sheet; reproduce config.CONTROLS isapre_beneficiaries_december,Yes
ine_population_base2017,data,Instituto Nacional de Estadísticas (INE),proyecciones_comuna_edad_sexo_2002_2035_base_2017.csv,9.77,c2a8847168b2,2026-09-04 (download_manifest.csv downloaded_at_utc),Population estimate/projection cell: comuna x sex x single age (or x urban/rural area x age group) x year,2002–2035 (base Censo 2017),stock (mid-year population),Base Censo 2017; not to be combined with Censo 2024 / base-2024 figures without an explicit flag,Territorial; not users of a specific provider,Primary population denominator for 2019–2024/25 series; build an auditable comuna crosswalk by code (no silent fuzzy matching); reproduce config.CONTROLS ine_population_national,Yes
ine_population_base2017,data,Instituto Nacional de Estadísticas (INE),proyecciones_comuna_area_urbana_rural_2002_2035_base_2017.csv,4.78,79bc9f79e0e9,2026-09-04 (download_manifest.csv downloaded_at_utc),Population estimate/projection cell: comuna x sex x single age (or x urban/rural area x age group) x year,2002–2035 (base Censo 2017),stock (mid-year population),Base Censo 2017; not to be combined with Censo 2024 / base-2024 figures without an explicit flag,Territorial; not users of a specific provider,Primary population denominator for 2019–2024/25 series; build an auditable comuna crosswalk by code (no silent fuzzy matching); reproduce config.CONTROLS ine_population_national,Yes
ine_censo2024,data,Instituto Nacional de Estadísticas (INE),D1_poblacion_comuna_sexo_edad_quinquenal.xlsx,0.51,1f3a9c97a1b3,2026-09-04 (download_manifest.csv downloaded_at_utc),Census tabulation: comuna x sex x five-year age group (D1) or disability tabulation (P1),Censo 2024,stock (census night 2024),"Different base from the 2017 projections; P1 is disability context, not autism-specific",Territorial,Sensitivity/bridge only; never mix with base-2017 projections without an explicit flag,Yes
ine_censo2024,context,Instituto Nacional de Estadísticas (INE),P1_Discapacidad.xlsx,0.58,8de8e537ad3f,2026-09-04 (download_manifest.csv downloaded_at_utc),Census tabulation: comuna x sex x five-year age group (D1) or disability tabulation (P1),Censo 2024,stock (census night 2024),"Different base from the 2017 projections; P1 is disability context, not autism-specific",Territorial,Sensitivity/bridge only; never mix with base-2017 projections without an explicit flag,Yes
ine_base2024_national,data,Instituto Nacional de Estadísticas (INE),estimaciones_proyecciones_nacionales_1992_2070_base_2024.xlsx,0.92,d7d4e4c8128d,2026-09-04 (download_manifest.csv downloaded_at_utc),"National population estimate/projection by sex and age, 1992–2070, base Censo 2024",1992–2070 (base Censo 2024),stock,No comuna disaggregation equivalent to the base-2017 series,not applicable,National sensitivity and census-base bridge only; flag explicitly when used,Yes
deis_rem20,data,"DEIS, Ministerio de Salud",indicadores_rem20.csv,27.07,055fc5c083fa,2026-09-04 (download_manifest.csv downloaded_at_utc),"Establishment x functional area x month (REM-20 hospitalisation process indicators; 167,405 rows, 2014-July 2026, 208 establishments, 29 functional areas)",2014-07/2026 (continuous update),activity/capacity (monthly discharges and bed-days; beds are capacity),Continuously updated mutable dataset (download dated 2026-09-04); no diagnoses or persons,Establishment codes link to DEIS catalogue; no persons; compatibility with GRD hospital codes must be verified,Capacity/activity layer and continuous-panel sensitivity only; never use as covered population; reproduce config.CONTROLS rem20_panel_188_retention,Yes
deis_rem20,dictionary,"DEIS, Ministerio de Salud",diccionario_rem20.xlsx,0.03,6feebecdce70,2026-09-04 (download_manifest.csv downloaded_at_utc),"Establishment x functional area x month (REM-20 hospitalisation process indicators; 167,405 rows, 2014-July 2026, 208 establishments, 29 functional areas)",current,activity/capacity (monthly discharges and bed-days; beds are capacity),Continuously updated mutable dataset (download dated 2026-09-04); no diagnoses or persons,Establishment codes link to DEIS catalogue; no persons; compatibility with GRD hospital codes must be verified,Capacity/activity layer and continuous-panel sensitivity only; never use as covered population; reproduce config.CONTROLS rem20_panel_188_retention,Yes
deis_establishments,data,"DEIS, Ministerio de Salud",establecimientos_salud_vigentes.csv,2.50,5abb08ced751,2026-09-04 (download_manifest.csv downloaded_at_utc),"Health establishment (current catalogue; 5,717 records including closed establishments)",current catalogue (portal file establecimientos_20260901.csv),not applicable (catalogue),"Mutable current catalogue (portal version establecimientos_20260901.csv), not an annual series; many historical dates missing","Links all REM-20 codes; historical reporting panel must be derived from observed REM/GRD reporting, not from this file",Geography and type of supply for establishment codes only; never reconstruct an annual catalogue from it,Yes
deis_establishments,dictionary,"DEIS, Ministerio de Salud",diccionario_establecimientos.pdf,0.70,b4d9a4919201,2026-09-04 (download_manifest.csv downloaded_at_utc),"Health establishment (current catalogue; 5,717 records including closed establishments)",current,not applicable (catalogue),"Mutable current catalogue (portal version establecimientos_20260901.csv), not an annual series; many historical dates missing","Links all REM-20 codes; historical reporting panel must be derived from observed REM/GRD reporting, not from this file",Geography and type of supply for establishment codes only; never reconstruct an annual catalogue from it,Yes
endide_2022,data,Ministerio de Desarrollo Social y Familia,endide_2022_adultos_cuidadores_nna.dta.zip,10.98,648490f083f4,2026-09-04 (download_manifest.csv downloaded_at_utc),"Surveyed person (adults, caregivers and children/adolescents), complex sample design",2022,cross-sectional survey (population benchmark),Self/caregiver report; not equivalent to an administrative F84 code,No linkage to registers; benchmark of order of magnitude only,"Estimate proportion, weighted total, SE and 95% CI with weights, strata and clusters (Taylor linearisation); avoid domains with insufficient effective size; preliminary 0.29%/2.86% must be recomputed",Yes
endide_2022,documentation,Ministerio de Desarrollo Social y Familia,libro_codigos_endide_2022.pdf,0.75,9f5182f9b340,2026-09-04 (download_manifest.csv downloaded_at_utc),"Surveyed person (adults, caregivers and children/adolescents), complex sample design",2022,cross-sectional survey (population benchmark),Self/caregiver report; not equivalent to an administrative F84 code,No linkage to registers; benchmark of order of magnitude only,"Estimate proportion, weighted total, SE and 95% CI with weights, strata and clusters (Taylor linearisation); avoid domains with insufficient effective size; preliminary 0.29%/2.86% must be recomputed",Yes
endide_2022,documentation,Ministerio de Desarrollo Social y Familia,metodologia_diseno_muestral_endide_2022.pdf,0.79,e7f9a73eb720,2026-09-04 (download_manifest.csv downloaded_at_utc),"Surveyed person (adults, caregivers and children/adolescents), complex sample design",2022,cross-sectional survey (population benchmark),Self/caregiver report; not equivalent to an administrative F84 code,No linkage to registers; benchmark of order of magnitude only,"Estimate proportion, weighted total, SE and 95% CI with weights, strata and clusters (Taylor linearisation); avoid domains with insufficient effective size; preliminary 0.29%/2.86% must be recomputed",Yes
encavi_2023_2024,data,Ministerio de Salud,ENCAVI_2023_2024.dta,89.32,8616caea4441,2026-09-04 (download_manifest.csv downloaded_at_utc),"Surveyed person aged 15 years or more (16,590 respondents), complex sample design",2023–2024,cross-sectional survey (population benchmark),Reported diagnosis; not clinically equivalent to administrative F84,No linkage to registers,"Complex-design estimation with 95% CI; preliminary 0.71% (about 114,817 persons) must be recomputed before use",Yes
encavi_2023_2024,documentation,Ministerio de Salud,cuestionario_ENCAVI_2023_2024.pdf,1.07,94deb0cd75f8,2026-09-04 (download_manifest.csv downloaded_at_utc),"Surveyed person aged 15 years or more (16,590 respondents), complex sample design",2023–2024,cross-sectional survey (population benchmark),Reported diagnosis; not clinically equivalent to administrative F84,No linkage to registers,"Complex-design estimation with 95% CI; preliminary 0.71% (about 114,817 persons) must be recomputed before use",Yes
encavi_2023_2024,documentation,Ministerio de Salud,manual_base_ENCAVI_2023_2024.pdf,1.72,567318987fb5,2026-09-04 (download_manifest.csv downloaded_at_utc),"Surveyed person aged 15 years or more (16,590 respondents), complex sample design",2023–2024,cross-sectional survey (population benchmark),Reported diagnosis; not clinically equivalent to administrative F84,No linkage to registers,"Complex-design estimation with 95% CI; preliminary 0.71% (about 114,817 persons) must be recomputed before use",Yes
casen_2024,data,Ministerio de Desarrollo Social y Familia,casen_2024.dta,"1,608.07",5509b7462c3f,2026-09-05 (download_manifest.csv downloaded_at_utc),"Surveyed person/household (CASEN 2024), complex sample design",2024,cross-sectional survey (context),Not an autism source; 2024 only,No linkage to registers; comuna identifier does not give comuna representativeness,Context on public insurance use and poverty only; never comuna-level estimates,Yes
casen_2024_metadata,documentation,Ministerio de Desarrollo Social y Familia,casen_2024_provincia_comuna.dta,2.86,16ac315fee38,2026-09-05 (download_manifest.csv downloaded_at_utc),"Documentation and territorial complement of CASEN 2024 (codebooks, questionnaire, sampling design, usage note, provincia/comuna .dta)",2024,not applicable (documentation),not applicable,Comuna complement must be linked per codebook; no comuna representativeness,Interpretation and design declaration only,Yes
casen_2024_metadata,documentation,Ministerio de Desarrollo Social y Familia,Libro_de_codigos_Casen_2024.xlsx,0.24,c78453bb68ca,2026-09-05 (download_manifest.csv downloaded_at_utc),"Documentation and territorial complement of CASEN 2024 (codebooks, questionnaire, sampling design, usage note, provincia/comuna .dta)",2024,not applicable (documentation),not applicable,Comuna complement must be linked per codebook; no comuna representativeness,Interpretation and design declaration only,Yes
casen_2024_metadata,documentation,Ministerio de Desarrollo Social y Familia,Libro_de_codigos_Casen_2024_prov_comuna.xlsx,0.03,74b9a40a81f9,2026-09-05 (download_manifest.csv downloaded_at_utc),"Documentation and territorial complement of CASEN 2024 (codebooks, questionnaire, sampling design, usage note, provincia/comuna .dta)",2024,not applicable (documentation),not applicable,Comuna complement must be linked per codebook; no comuna representativeness,Interpretation and design declaration only,Yes
